-1.50157,1.07521,-0.0156886,-1.46621,0.966772,-0.051471,-1.46346,0.956911,-0.0506908,-1.47163,0.934521,-0.0144854,-1.50576,0.860815,-0.0167346,
-1.48895,1.07453,-0.0153187,-1.4536,0.966021,-0.0509126,-1.45086,0.956166,-0.0500884,-1.45866,0.933953,-0.0151582,-1.49116,0.861981,-0.016867,
-1.47588,1.07397,-0.0149575,-1.44055,0.965381,-0.0503295,-1.43781,0.955531,-0.0494637,-1.44524,0.933569,-0.0156793,-1.47608,0.863291,-0.0168789,
-1.46248,1.07358,-0.0146183,-1.42715,0.964906,-0.0497238,-1.42442,0.95506,-0.0488194,-1.43151,0.933432,-0.0160043,-1.46067,0.864756,-0.0167376,
-1.44883,1.07341,-0.0143018,-1.4135,0.964634,-0.0490946,-1.41077,0.954791,-0.0481564,-1.41754,0.933571,-0.0160968,-1.44507,0.866388,-0.0164178,
-1.43503,1.07349,-0.0140068,-1.3997,0.964601,-0.0484414,-1.39697,0.95476,-0.0474749,-1.40346,0.934026,-0.0159491,-1.42939,0.868184,-0.0159153,
-1.42116,1.07384,-0.0137516,-1.3858,0.964832,-0.0477743,-1.38308,0.954991,-0.0467855,-1.38935,0.934808,-0.0155391,-1.41378,0.870136,-0.0152113,
-1.40729,1.07448,-0.0135142,-1.37189,0.965347,-0.0470852,-1.36916,0.955505,-0.0460795,-1.37527,0.935902,-0.014895,-1.39833,0.872229,-0.0143338,
-1.39347,1.07541,-0.0133059,-1.35801,0.966149,-0.0463892,-1.35527,0.956305,-0.0453711,-1.36127,0.937281,-0.0140525,-1.38314,0.874447,-0.0133127,
-1.37975,1.07662,-0.0131092,-1.34421,0.967222,-0.0456725,-1.34147,0.957376,-0.0446395,-1.34741,0.938878,-0.0131101,-1.36829,0.876746,-0.0122106,
-1.36617,1.07807,-0.012916,-1.33052,0.968553,-0.0449487,-1.32777,0.958706,-0.0439005,-1.33371,0.940648,-0.0120758,-1.35382,0.879113,-0.0110541,
-1.35275,1.07973,-0.012719,-1.31698,0.970101,-0.0442271,-1.31422,0.960254,-0.0431596,-1.32019,0.942514,-0.0110568,-1.33977,0.881521,-0.0099252,
-1.33951,1.08155,-0.0125,-1.30362,0.971821,-0.0435023,-1.30085,0.961975,-0.0424132,-1.30688,0.944433,-0.0100353,-1.32616,0.883938,-0.00881732,
-1.32645,1.08349,-0.01226,-1.29044,0.973667,-0.0427937,-1.28766,0.963823,-0.0416807,-1.2938,0.946331,-0.00906356,-1.31299,0.886336,-0.00778433,
-1.31358,1.08549,-0.011989,-1.27746,0.975588,-0.0421118,-1.27467,0.965746,-0.0409777,-1.28095,0.948181,-0.00810842,-1.30026,0.88868,-0.00682014,
-1.3009,1.08751,-0.0116899,-1.26469,0.977546,-0.0414633,-1.2619,0.967706,-0.0403113,-1.26835,0.949955,-0.00718295,-1.28796,0.890953,-0.00593444,
-1.28842,1.08951,-0.0113567,-1.25213,0.979498,-0.0408592,-1.24933,0.969659,-0.0396981,-1.25602,0.951627,-0.00624637,-1.27606,0.893128,-0.00511568,
-1.27612,1.09148,-0.0110083,-1.23979,0.981427,-0.0403188,-1.23698,0.971585,-0.03916,-1.24394,0.953217,-0.00528,-1.26454,0.895203,-0.00435357,
-1.26401,1.09337,-0.0106356,-1.22765,0.983295,-0.039828,-1.22484,0.973449,-0.0386787,-1.23212,0.95468,-0.00434332,-1.25336,0.897172,-0.00368173,
-1.25208,1.09519,-0.0102523,-1.21572,0.985103,-0.0394038,-1.2129,0.975251,-0.0382766,-1.22056,0.956052,-0.00338124,-1.24249,0.899041,-0.00307411,
-1.24034,1.09693,-0.00987005,-1.20398,0.986849,-0.039043,-1.20116,0.976989,-0.0379459,-1.20923,0.957334,-0.00244439,-1.2319,0.900813,-0.00255288,
-1.22878,1.09859,-0.00948575,-1.19243,0.988526,-0.0387313,-1.18961,0.978657,-0.0376683,-1.19812,0.958517,-0.00158364,-1.22153,0.902505,-0.00214602,
-1.2174,1.10017,-0.00911083,-1.18105,0.990133,-0.03847,-1.17823,0.980255,-0.0374453,-1.18721,0.959622,-0.000777618,-1.21138,0.904104,-0.00183138,
-1.2062,1.10166,-0.0087395,-1.16984,0.991673,-0.0382419,-1.16702,0.981785,-0.037258,-1.1765,0.960652,-2.48203e-005,-1.2014,0.905617,-0.00160453,
-1.19515,1.10307,-0.00838005,-1.15877,0.993138,-0.038054,-1.15596,0.983239,-0.0371127,-1.16596,0.961604,0.00065378,-1.19159,0.907045,-0.00147729,
-1.18426,1.1044,-0.0080255,-1.14784,0.994521,-0.0378807,-1.14503,0.984613,-0.0369805,-1.15557,0.962476,0.00125719,-1.18189,0.908381,-0.00143703,
-1.17349,1.10563,-0.00768737,-1.13703,0.995821,-0.0377361,-1.13422,0.985904,-0.0368766,-1.14532,0.963267,0.00178097,-1.17231,0.90963,-0.00148921,
-1.16284,1.10676,-0.007358,-1.12633,0.997018,-0.0376026,-1.12353,0.987092,-0.0367833,-1.13519,0.963964,0.00225302,-1.16283,0.910791,-0.00160775,
-1.1523,1.10777,-0.00704405,-1.11573,0.998103,-0.037492,-1.11293,0.988169,-0.0367115,-1.12518,0.964551,0.00262712,-1.15341,0.911866,-0.00182673,
-1.14184,1.10866,-0.00674552,-1.10521,0.99907,-0.0373977,-1.10243,0.989127,-0.0366526,-1.11526,0.965008,0.00289672,-1.14406,0.912852,-0.00214183,
-1.13144,1.10943,-0.00647448,-1.09476,0.999912,-0.0373243,-1.09198,0.989962,-0.0366123,-1.10541,0.965335,0.00308548,-1.13475,0.913752,-0.00253308,
-1.12109,1.11006,-0.00623282,-1.08436,1.00062,-0.0372749,-1.08159,0.990662,-0.0365925,-1.09562,0.96551,0.00316726,-1.12547,0.914574,-0.00301507,
-1.11077,1.11057,-0.00602788,-1.074,1.00119,-0.0372546,-1.07125,0.991225,-0.0365991,-1.08587,0.965536,0.00315345,-1.11621,0.915317,-0.00357767,
-1.10047,1.11094,-0.00586905,-1.06368,1.00162,-0.0372676,-1.06094,0.991646,-0.0366373,-1.07618,0.965419,0.00307617,-1.10697,0.915966,-0.00419211,
-1.09019,1.11117,-0.00576404,-1.05337,1.00191,-0.0373191,-1.05064,0.991927,-0.0367112,-1.0665,0.965157,0.00291152,-1.09771,0.916535,-0.00487069,
-1.07991,1.11127,-0.00570896,-1.04308,1.00205,-0.0374012,-1.04037,0.992062,-0.0368113,-1.05684,0.964746,0.00265331,-1.08844,0.917012,-0.00560954,
-1.06961,1.11124,-0.00571995,-1.03278,1.00205,-0.037525,-1.03009,0.99206,-0.0369504,-1.04718,0.964202,0.00233641,-1.07916,0.917395,-0.00638373,
-1.05932,1.11108,-0.00579321,-1.02249,1.00191,-0.037675,-1.01981,0.991918,-0.0371128,-1.03753,0.963539,0.00199097,-1.06984,0.917679,-0.0071645,
-1.049,1.11078,-0.00592784,-1.01218,1.00163,-0.0378639,-1.00952,0.991626,-0.0373113,-1.02787,0.962728,0.00157873,-1.06048,0.917866,-0.00798659,
