-1.24325,0.254147,-0.0187422,-1.17123,0.173194,-0.0289595,-1.16336,0.164998,-0.0300557,-1.15595,0.156186,-0.0318081,-1.1496,0.149153,-0.0334494,-1.1427,0.141161,-0.0350305,-1.13596,0.132466,-0.0360697,-1.0839,0.111442,-0.0437025,-1.06513,0.113607,-0.0387063,-1.05355,0.111021,-0.0357026,-1.04246,0.110681,-0.0321847,-1.0306,0.110652,-0.0283269,-0.999454,0.112889,-0.0210038,-0.993291,0.114032,-0.0198999,-0.968339,0.131379,-0.0110889,
-1.23472,0.252519,-0.0204994,-1.16434,0.170158,-0.0308701,-1.15664,0.161807,-0.0319829,-1.1494,0.152851,-0.0337511,-1.1432,0.145693,-0.0354059,-1.13646,0.137566,-0.0370017,-1.1299,0.12874,-0.0380553,-1.07839,0.106581,-0.0458189,-1.05956,0.108169,-0.0408201,-1.04807,0.10523,-0.0377908,-1.037,0.104553,-0.0342614,-1.02515,0.104165,-0.0303933,-0.993951,0.10544,-0.0230575,-0.987755,0.10639,-0.0219554,-0.962262,0.122976,-0.0132295,
-1.226,0.25098,-0.0222017,-1.15735,0.167186,-0.0327401,-1.14983,0.158679,-0.0338715,-1.14278,0.149575,-0.0356568,-1.13673,0.142291,-0.0373264,-1.13017,0.134027,-0.0389382,-1.12379,0.125068,-0.040007,-1.07285,0.10166,-0.0479151,-1.05398,0.102646,-0.0429275,-1.04259,0.0993409,-0.0398796,-1.03155,0.098315,-0.0363464,-1.01972,0.0975531,-0.0324764,-0.988496,0.0978243,-0.0251503,-0.982271,0.0985725,-0.0240547,-0.956232,0.114347,-0.0154377,
-1.2172,0.249594,-0.0238011,-1.15038,0.16436,-0.0345298,-1.14304,0.155695,-0.0356825,-1.1362,0.146443,-0.037487,-1.1303,0.139032,-0.0391735,-1.12392,0.130629,-0.0408033,-1.11774,0.121537,-0.041889,-1.0674,0.0967685,-0.0499538,-1.0485,0.0971343,-0.044993,-1.03723,0.0934582,-0.041935,-1.02622,0.0920746,-0.0384067,-1.01442,0.0909299,-0.0345442,-0.983197,0.0901702,-0.0272532,-0.976949,0.09071,-0.0261692,-0.950369,0.105632,-0.0176858,
-1.20843,0.248402,-0.0252687,-1.14351,0.161737,-0.0361951,-1.13636,0.152914,-0.0373703,-1.12973,0.143515,-0.0391944,-1.12401,0.135977,-0.0408984,-1.11781,0.127437,-0.0425468,-1.11184,0.118213,-0.0436492,-1.06212,0.0919874,-0.0519039,-1.0432,0.0917235,-0.0469857,-1.03207,0.0876753,-0.0439255,-1.02111,0.0859307,-0.0404108,-1.00934,0.084399,-0.0365652,-0.978149,0.0825936,-0.029335,-0.971883,0.0829211,-0.0282681,-0.944775,0.0969586,-0.0199474,
-1.19979,0.247433,-0.0265549,-1.13682,0.159363,-0.0377108,-1.12988,0.150386,-0.0389123,-1.12346,0.140843,-0.0407591,-1.11791,0.133179,-0.0424834,-1.11192,0.124505,-0.0441533,-1.10615,0.115151,-0.045275,-1.05709,0.0874032,-0.0537167,-1.03818,0.0865084,-0.0488578,-1.02718,0.0820924,-0.0458047,-1.01628,0.0799879,-0.0423129,-1.00456,0.0780703,-0.0384945,-0.973428,0.0752192,-0.0313522,-0.967152,0.0753335,-0.0303078,-0.939538,0.0884665,-0.022175,
-1.19136,0.246711,-0.0276499,-1.13041,0.157268,-0.0390506,-1.12368,0.14814,-0.0402806,-1.11748,0.138455,-0.0421512,-1.11211,0.13067,-0.0438973,-1.10631,0.121863,-0.0455899,-1.10076,0.112384,-0.0467316,-1.05241,0.0830898,-0.0553824,-1.03352,0.0815798,-0.0505938,-1.02267,0.07681,-0.0475529,-1.01183,0.0743569,-0.0440899,-1.00017,0.0720648,-0.040305,-0.969116,0.0681955,-0.0332683,-0.962835,0.0681013,-0.0322502,-0.934751,0.0803346,-0.0243264,
-1.18325,0.246244,-0.0285566,-1.12436,0.155467,-0.0402149,-1.11783,0.146191,-0.0414749,-1.11186,0.13637,-0.0433705,-1.10668,0.128465,-0.0451394,-1.10109,0.119531,-0.0468559,-1.09575,0.10993,-0.0480183,-1.04813,0.0791153,-0.0568673,-1.02928,0.0770184,-0.0521577,-1.01857,0.0719156,-0.0491338,-1.00781,0.0691318,-0.0457047,-0.996207,0.0664839,-0.0419587,-0.965266,0.0616447,-0.0350417,-0.958986,0.061351,-0.0340529,-0.930476,0.0727092,-0.0263519,
-1.17551,0.246009,-0.0292704,-1.11871,0.153946,-0.0412042,-1.11239,0.144528,-0.0424963,-1.10665,0.134575,-0.0444185,-1.10166,0.126556,-0.0462119,-1.09628,0.117498,-0.0479538,-1.09116,0.107781,-0.0491384,-1.04432,0.0755401,-0.0581679,-1.02551,0.0728977,-0.0535422,-1.01495,0.0674893,-0.050539,-1.00426,0.0643996,-0.0471469,-0.992725,0.0614226,-0.0434431,-0.961909,0.0556832,-0.0366542,-0.955636,0.0552037,-0.0356961,-0.92675,0.0657336,-0.0282222,
-1.16822,0.245982,-0.0298186,-1.11352,0.152684,-0.0420328,-1.10743,0.143128,-0.0433578,-1.10192,0.133049,-0.045307,-1.09711,0.12492,-0.0471251,-1.09195,0.115745,-0.0488929,-1.08705,0.105916,-0.0500999,-1.041,0.0723851,-0.0592869,-1.02225,0.0692487,-0.0547431,-1.01183,0.0635672,-0.0517598,-1.0012,0.0602021,-0.0484037,-0.98974,0.0569284,-0.0447411,-0.959061,0.050375,-0.0380769,-0.952798,0.0497267,-0.0371488,-0.923589,0.0594943,-0.0298976,
