-1.25492,0.308127,-0.0291609,-1.20386,0.184524,-0.0632298,-1.19963,0.176287,-0.064996,-1.19607,0.167237,-0.0665702,-1.19219,0.158469,-0.0680291,-1.1881,0.150068,-0.069423,-1.18339,0.141392,-0.0722039,-1.17831,0.132127,-0.0747527,-1.17295,0.124311,-0.0779467,-1.1662,0.117193,-0.0801608,-1.1578,0.110338,-0.0809959,-1.14439,0.101292,-0.0814333,-1.09839,0.0928714,-0.048962,
-1.24534,0.30672,-0.0308915,-1.19681,0.182134,-0.0650719,-1.19275,0.173815,-0.0668471,-1.18937,0.164696,-0.0684292,-1.18567,0.155854,-0.0698965,-1.18175,0.147373,-0.0712992,-1.17721,0.138606,-0.0740903,-1.17233,0.129243,-0.0766501,-1.16713,0.121322,-0.0798555,-1.16053,0.114072,-0.082084,-1.15226,0.107052,-0.0829369,-1.13903,0.0977423,-0.0834026,-1.09347,0.0884558,-0.0509769,
-1.23553,0.305385,-0.032582,-1.18967,0.179819,-0.0668559,-1.18579,0.171417,-0.0686396,-1.1826,0.16223,-0.070228,-1.17908,0.153313,-0.0717027,-1.17534,0.144754,-0.0731135,-1.17099,0.135894,-0.0759143,-1.16631,0.126432,-0.0784845,-1.16128,0.118405,-0.0817017,-1.15484,0.11102,-0.0839461,-1.14672,0.103832,-0.0848195,-1.13369,0.0942517,-0.0853188,-1.08853,0.08402,-0.0529548,
-1.22562,0.304182,-0.0341843,-1.18254,0.177653,-0.0685373,-1.17884,0.16917,-0.0703294,-1.17586,0.159917,-0.071923,-1.17254,0.150926,-0.0734042,-1.16898,0.142288,-0.0748226,-1.16483,0.133337,-0.077633,-1.16036,0.123776,-0.0802137,-1.15551,0.115643,-0.0834435,-1.14924,0.108122,-0.085706,-1.14128,0.100763,-0.0866038,-1.12845,0.0909093,-0.0871436,-1.08369,0.079648,-0.0548585,
-1.21572,0.303147,-0.0356796,-1.17553,0.175681,-0.0700737,-1.17202,0.167119,-0.0718722,-1.16925,0.157802,-0.073468,-1.16612,0.14874,-0.0749534,-1.16276,0.140026,-0.0763774,-1.15882,0.130985,-0.0791956,-1.15457,0.121327,-0.0817849,-1.14991,0.113088,-0.0850266,-1.14381,0.105431,-0.0873083,-1.13601,0.0979014,-0.088233,-1.12341,0.0877729,-0.0888185,-1.07901,0.0754161,-0.056652,
-1.20594,0.302309,-0.0370089,-1.16873,0.173952,-0.0714313,-1.16542,0.165313,-0.0732361,-1.16285,0.155935,-0.0748332,-1.15994,0.146806,-0.076322,-1.15677,0.138019,-0.0777514,-1.15305,0.12889,-0.0805777,-1.14902,0.119139,-0.0831759,-1.14456,0.110796,-0.086431,-1.13864,0.103005,-0.088735,-1.13101,0.0953066,-0.0896916,-1.11863,0.0849059,-0.0903321,-1.07458,0.0714036,-0.0582919,
-1.19639,0.301689,-0.0381668,-1.16221,0.172491,-0.0725896,-1.1591,0.163779,-0.0743998,-1.15675,0.154345,-0.0759959,-1.15405,0.145152,-0.0774865,-1.15109,0.136295,-0.07892,-1.14758,0.127082,-0.0817534,-1.14378,0.117241,-0.0843594,-1.13952,0.108797,-0.0876278,-1.13379,0.100875,-0.0899557,-1.12634,0.0930099,-0.0909476,-1.11419,0.0823404,-0.0916493,-1.07045,0.0676687,-0.0597687,
-1.18715,0.3013,-0.0391496,-1.15606,0.17132,-0.0735539,-1.15315,0.162538,-0.0753686,-1.15102,0.153051,-0.0769624,-1.14853,0.143798,-0.0784537,-1.14577,0.134877,-0.0798904,-1.14249,0.125584,-0.0827302,-1.13892,0.115656,-0.0853435,-1.13488,0.107115,-0.0886253,-1.12934,0.0990647,-0.0909784,-1.12207,0.0910369,-0.092008,-1.11016,0.0801026,-0.0927758,-1.06669,0.0642657,-0.0610556,
-1.1783,0.301116,-0.0399458,-1.15032,0.170424,-0.0743256,-1.14762,0.161577,-0.076145,-1.14571,0.152044,-0.0777358,-1.14343,0.142736,-0.0792277,-1.14088,0.133753,-0.0806676,-1.13782,0.124386,-0.083514,-1.13449,0.114378,-0.0861348,-1.13067,0.105744,-0.0894306,-1.12532,0.0975703,-0.0918107,-1.11824,0.089384,-0.0928809,-1.10658,0.078191,-0.0937196,-1.06335,0.061239,-0.0621569,
-1.16989,0.301117,-0.0405803,-1.14504,0.169785,-0.0749279,-1.14255,0.160879,-0.0767517,-1.14086,0.151303,-0.0783392,-1.13879,0.141945,-0.0798311,-1.13645,0.132907,-0.081274,-1.13362,0.123469,-0.0841267,-1.13053,0.113387,-0.0867547,-1.12692,0.104666,-0.0900645,-1.12177,0.0963737,-0.0924718,-1.11488,0.0880334,-0.0935835,-1.10347,0.076588,-0.0944952,-1.06044,0.0585953,-0.0630803,
-1.16196,0.301273,-0.0410769,-1.14023,0.16938,-0.0753909,-1.13795,0.16042,-0.0772191,-1.13648,0.150807,-0.0788031,-1.13463,0.141404,-0.0802951,-1.1325,0.132315,-0.0817408,-1.12989,0.122814,-0.0845997,-1.12705,0.112663,-0.0872349,-1.12365,0.103862,-0.0905586,-1.1187,0.0954562,-0.0929933,-1.112,0.0869674,-0.0941466,-1.10085,0.0752775,-0.0951314,-1.05797,0.0563414,-0.063848,
-1.15455,0.301551,-0.0414622,-1.13591,0.169179,-0.0757425,-1.13383,0.160169,-0.077575,-1.13258,0.150525,-0.0791557,-1.13094,0.141083,-0.0806478,-1.12901,0.131949,-0.0820964,-1.12663,0.122391,-0.0849613,-1.12402,0.112178,-0.0876033,-1.12084,0.103301,-0.0909405,-1.11609,0.0947888,-0.093402,-1.10958,0.086158,-0.0945961,-1.09869,0.0742325,-0.0956528,-1.05593,0.0544727,-0.0644734,
-1.14767,0.301907,-0.0417575,-1.13204,0.169137,-0.0760036,-1.13017,0.160083,-0.0778401,-1.12913,0.150414,-0.0794175,-1.1277,0.140938,-0.0809096,-1.12597,0.131764,-0.0823609,-1.12381,0.122155,-0.0852314,-1.12143,0.111888,-0.08788,-1.11846,0.102943,-0.09123,-1.11391,0.0943313,-0.093717,-1.10759,0.085566,-0.0949505,-1.09695,0.0734164,-0.0960762,-1.05427,0.052955,-0.0649838,
-1.14132,0.302312,-0.041987,-1.12862,0.16922,-0.0761996,-1.12694,0.160129,-0.0780398,-1.12611,0.150439,-0.0796141,-1.12488,0.140935,-0.0811062,-1.12335,0.131727,-0.0825601,-1.12141,0.122074,-0.0854358,-1.11926,0.111758,-0.0880905,-1.11649,0.102752,-0.0914526,-1.11213,0.0940481,-0.0939639,-1.106,0.0851562,-0.0952348,-1.09562,0.0727941,-0.0964264,-1.05297,0.0517515,-0.0654011,
-1.13549,0.302736,-0.0421688,-1.12561,0.169399,-0.0763546,-1.12412,0.160276,-0.0781986,-1.12348,0.150571,-0.0797704,-1.12245,0.141043,-0.0812627,-1.12111,0.131806,-0.0827192,-1.11937,0.122115,-0.0856001,-1.11744,0.111758,-0.0882607,-1.11487,0.102697,-0.091634,-1.1107,0.093909,-0.0941677,-1.10474,0.0848991,-0.0954731,-1.09462,0.0723375,-0.0967252,-1.05198,0.050829,-0.0657366,
-1.13017,0.303154,-0.0423167,-1.12297,0.169638,-0.0764752,-1.12166,0.160488,-0.0783223,-1.12121,0.150772,-0.0798916,-1.12036,0.141226,-0.0813841,-1.1192,0.131965,-0.0828427,-1.11766,0.122242,-0.0857278,-1.11594,0.111849,-0.0883935,-1.11356,0.102741,-0.0917766,-1.10957,0.0938754,-0.0943303,-1.10379,0.0847562,-0.0956663,-1.09391,0.0720086,-0.0969725,-1.05125,0.0501372,-0.0660084,
-1.12533,0.303544,-0.0424207,-1.12066,0.169913,-0.0765677,-1.11952,0.160741,-0.0784185,-1.11925,0.151018,-0.0799864,-1.11858,0.141458,-0.0814799,-1.11759,0.132178,-0.0829414,-1.11624,0.122428,-0.0858311,-1.11471,0.112006,-0.0885022,-1.11251,0.102856,-0.0918947,-1.10869,0.0939211,-0.0944666,-1.10308,0.0847014,-0.0958304,-1.09343,0.0717817,-0.0971853,-1.05074,0.049654,-0.0662225,
-1.12094,0.3039,-0.0424809,-1.11865,0.170207,-0.0766322,-1.11767,0.161018,-0.078487,-1.11757,0.151291,-0.080055,-1.11707,0.141722,-0.0815504,-1.11623,0.132426,-0.0830153,-1.11506,0.122655,-0.08591,-1.11372,0.112209,-0.0885868,-1.11169,0.103024,-0.0919884,-1.10802,0.0940264,-0.0945769,-1.10257,0.0847148,-0.0959657,-1.09315,0.0716367,-0.0973638,-1.05041,0.0493247,-0.0663927,
-1.11696,0.304211,-0.0424896,-1.11688,0.170508,-0.0766754,-1.11605,0.161304,-0.0785357,-1.11611,0.151578,-0.0801059,-1.11576,0.142002,-0.0816051,-1.11508,0.132695,-0.0830748,-1.11407,0.122908,-0.0859759,-1.1129,0.112442,-0.0886597,-1.11103,0.103228,-0.0920705,-1.10751,0.0941746,-0.0946744,-1.10222,0.0847794,-0.0960852,-1.093,0.0715559,-0.0975209,-1.05021,0.0491209,-0.066521,
-1.11335,0.304477,-0.0424576,-1.11533,0.170801,-0.076694,-1.11464,0.161587,-0.0785602,-1.11485,0.151864,-0.0801339,-1.11464,0.142284,-0.0816376,-1.11411,0.132969,-0.0831129,-1.11324,0.123169,-0.0860205,-1.11224,0.112689,-0.0887116,-1.11051,0.103449,-0.0921313,-1.10713,0.0943466,-0.0947487,-1.10198,0.0848755,-0.0961783,-1.09296,0.0715189,-0.0976455,-1.05012,0.0490197,-0.0666181,
-1.11009,0.304699,-0.0423637,-1.11397,0.171085,-0.0766781,-1.11341,0.161864,-0.0785515,-1.11376,0.152145,-0.0801307,-1.11368,0.142565,-0.0816408,-1.11328,0.133244,-0.0831231,-1.11255,0.123435,-0.0860387,-1.1117,0.112944,-0.0887385,-1.1101,0.103683,-0.0921678,-1.10686,0.0945375,-0.0947984,-1.10184,0.0849977,-0.0962454,-1.09301,0.0715202,-0.0977412,-1.05012,0.0489944,-0.0666748,
-1.10713,0.304877,-0.0422211,-1.11276,0.171353,-0.0766412,-1.11233,0.162127,-0.0785233,-1.11279,0.152415,-0.0801101,-1.11285,0.142836,-0.0816284,-1.11256,0.133511,-0.0831191,-1.11197,0.123697,-0.0860441,-1.11125,0.113198,-0.0887542,-1.10978,0.103921,-0.0921939,-1.10665,0.0947368,-0.0948375,-1.10176,0.0851352,-0.0963008,-1.0931,0.0715478,-0.0978224,-1.05016,0.0490163,-0.0667092,
-1.10442,0.305012,-0.0420416,-1.11167,0.171598,-0.0765821,-1.11135,0.162369,-0.0784735,-1.11193,0.152664,-0.080069,-1.1121,0.143088,-0.0815963,-1.11192,0.133762,-0.0830963,-1.11145,0.123944,-0.0860314,-1.11086,0.11344,-0.0887523,-1.1095,0.10415,-0.0922026,-1.10649,0.0949321,-0.0948587,-1.10171,0.0852748,-0.0963371,-1.09322,0.0715875,-0.097882,-1.05024,0.0490777,-0.066722,
-1.10194,0.305115,-0.0418403,-1.11069,0.171824,-0.0765131,-1.11047,0.162595,-0.0784143,-1.11116,0.152899,-0.0800194,-1.11144,0.143326,-0.0815566,-1.11136,0.134001,-0.0830664,-1.111,0.124181,-0.0860121,-1.11053,0.113674,-0.0887445,-1.10928,0.104373,-0.0922056,-1.10637,0.0951256,-0.094874,-1.1017,0.0854179,-0.0963667,-1.09335,0.0716398,-0.0979335,-1.05034,0.0491597,-0.0667091,
