-1.53072,0.881663,-0.0768095,-1.39138,0.617011,-0.0285075,
-1.51813,0.880889,-0.0761398,-1.37755,0.617846,-0.0292278,
-1.50509,0.880222,-0.0754267,-1.36336,0.618777,-0.0298799,
-1.4917,0.879709,-0.0746692,-1.34897,0.619813,-0.0304408,
-1.47805,0.879384,-0.0738589,-1.33453,0.620963,-0.0308841,
-1.46423,0.879287,-0.0730051,-1.32016,0.622225,-0.0311957,
-1.45033,0.879439,-0.0721038,-1.30598,0.623601,-0.031368,
-1.43638,0.879861,-0.0711602,-1.29206,0.625091,-0.0314087,
-1.42245,0.880549,-0.0701876,-1.27849,0.626684,-0.0313355,
-1.4086,0.881498,-0.0691795,-1.26531,0.628354,-0.0311731,
-1.39483,0.882689,-0.0681591,-1.25258,0.63008,-0.0309423,
-1.3812,0.88409,-0.0671433,-1.24034,0.631833,-0.0306829,
-1.36774,0.885665,-0.0661344,-1.22862,0.633572,-0.0303949,
-1.35447,0.88737,-0.0651566,-1.21747,0.635261,-0.030102,
-1.3414,0.889165,-0.0642381,-1.20688,0.636862,-0.0298053,
-1.32856,0.891018,-0.063384,-1.19687,0.63835,-0.0295156,
-1.31595,0.892888,-0.0626195,-1.18743,0.639702,-0.0292218,
-1.30356,0.894761,-0.0619656,-1.17853,0.640918,-0.028924,
-1.29142,0.896603,-0.0614105,-1.17013,0.642,-0.0286317,
-1.27947,0.898407,-0.0609869,-1.16219,0.642961,-0.0283372,
-1.26774,0.900171,-0.0606866,-1.15467,0.643814,-0.0280485,
-1.25619,0.901882,-0.0605026,-1.14751,0.644577,-0.0277823,
-1.24482,0.903541,-0.0604331,-1.14067,0.645255,-0.027524,
-1.2336,0.905143,-0.060469,-1.13411,0.645861,-0.0272916,
-1.22252,0.906683,-0.0606104,-1.12778,0.646401,-0.0270777,
-1.21156,0.90815,-0.0608309,-1.12165,0.646877,-0.026898,
-1.20072,0.909546,-0.0611363,-1.11569,0.647298,-0.0267521,
-1.18997,0.91085,-0.0615045,-1.10988,0.647671,-0.0266415,
-1.17933,0.912056,-0.0619449,-1.10418,0.647998,-0.02658,
-1.16877,0.913159,-0.0624332,-1.09859,0.64828,-0.0265676,
-1.15827,0.914143,-0.0629632,-1.09307,0.648524,-0.0266025,
-1.14782,0.915001,-0.0635272,-1.08763,0.648736,-0.0266852,
-1.13742,0.915731,-0.0641245,-1.08223,0.64892,-0.0268176,
-1.12706,0.916325,-0.0647474,-1.07687,0.649064,-0.0269867,
-1.11671,0.91678,-0.0653935,-1.07154,0.649181,-0.0271984,
-1.10639,0.917092,-0.0660512,-1.0662,0.649262,-0.0274511,
-1.09607,0.917265,-0.0667205,-1.06086,0.649307,-0.0277411,
-1.08576,0.917291,-0.0673889,-1.05551,0.649314,-0.0280591,
-1.07543,0.917166,-0.0680711,-1.05011,0.649283,-0.0284171,
-1.06509,0.916894,-0.0687535,-1.04466,0.649217,-0.0287959,
-1.05472,0.916471,-0.0694234,-1.03915,0.6491,-0.0291977,
-1.04431,0.915897,-0.0700949,-1.03357,0.648939,-0.0296196,
-1.03384,0.915171,-0.0707514,-1.0279,0.648725,-0.0300442,
-1.02331,0.91429,-0.0713818,-1.02212,0.648459,-0.0304715,
-1.01272,0.91326,-0.0719902,-1.01623,0.648136,-0.0308971,
-1.00203,0.912082,-0.072564,-1.01021,0.647751,-0.0313049,
-0.991242,0.910763,-0.0731072,-1.00402,0.647302,-0.0316981,
-0.98035,0.909306,-0.0736208,-0.997669,0.646789,-0.0320705,
-0.969336,0.907723,-0.0741067,-0.991107,0.646211,-0.0324164,
-0.958197,0.906024,-0.0745697,-0.984308,0.64557,-0.0327434,
-0.94693,0.904232,-0.075023,-0.977233,0.644869,-0.0330569,
-0.93553,0.902362,-0.0754772,-0.969838,0.644102,-0.0333506,
-0.923997,0.900433,-0.0759742,-0.962077,0.643277,-0.0336424,
-0.912328,0.898477,-0.0764948,-0.953901,0.642394,-0.0339401,
-0.900518,0.896525,-0.0770843,-0.945257,0.641453,-0.0342544,
-0.888573,0.894606,-0.0777597,-0.936094,0.640459,-0.0345985,
-0.876482,0.892756,-0.078532,-0.926358,0.639425,-0.0349921,
-0.864247,0.891015,-0.0794182,-0.915998,0.638348,-0.035445,
-0.85187,0.889416,-0.080439,-0.904966,0.637242,-0.0359659,
-0.839339,0.887996,-0.0815898,-0.893225,0.636116,-0.0365712,
-0.82667,0.886792,-0.082881,-0.880744,0.634991,-0.0372633,
-0.813874,0.885833,-0.0843201,-0.867481,0.633876,-0.0380505,
-0.800964,0.885151,-0.0858922,-0.853436,0.632787,-0.0389235,
-0.787964,0.884758,-0.087603,-0.838592,0.631741,-0.0398854,
-0.774917,0.884674,-0.0894312,-0.822972,0.630743,-0.0409246,
-0.761854,0.884897,-0.0913531,-0.806611,0.629804,-0.0420306,
