-1.22052,0.262462,-0.0557292,-1.18824,0.139524,-0.0720552,-1.18405,0.131555,-0.0724676,-1.17999,0.123731,-0.0733445,-1.17439,0.11634,-0.0751064,-1.16453,0.107079,-0.0765502,-1.15961,0.102431,-0.0774716,-1.15185,0.0958543,-0.0787253,-1.14493,0.0921078,-0.0795487,-0.965518,0.128357,0.00884266,
-1.21191,0.260386,-0.0575333,-1.1821,0.136835,-0.0739316,-1.17807,0.128783,-0.074353,-1.17417,0.120881,-0.0752387,-1.16872,0.113381,-0.0770126,-1.15905,0.103927,-0.0784773,-1.15422,0.0991821,-0.0794092,-1.1466,0.0924535,-0.0806793,-1.13976,0.0885709,-0.0815172,-0.959553,0.119988,0.00672254,
-1.20313,0.258366,-0.0593011,-1.17592,0.134224,-0.0757415,-1.17206,0.126091,-0.0761714,-1.16832,0.11811,-0.0770653,-1.16303,0.110499,-0.0788518,-1.15356,0.100848,-0.0803402,-1.14883,0.0960045,-0.0812838,-1.14135,0.0891202,-0.0825729,-1.1346,0.0850976,-0.0834284,-0.95362,0.111399,0.00453327,
-1.19431,0.256472,-0.0609879,-1.16979,0.131772,-0.0774413,-1.1661,0.123559,-0.0778796,-1.16254,0.1155,-0.0787815,-1.15741,0.107778,-0.0805819,-1.14816,0.0979273,-0.0820978,-1.14354,0.0929845,-0.0830552,-1.13621,0.0859427,-0.0843665,-1.12955,0.0817776,-0.0852437,-0.947835,0.102728,0.00230173,
-1.18557,0.254744,-0.0625662,-1.16381,0.129527,-0.0789798,-1.1603,0.121236,-0.0794248,-1.15692,0.113101,-0.080333,-1.15197,0.105268,-0.0821471,-1.14293,0.0952192,-0.0836928,-1.13843,0.090177,-0.0846649,-1.13126,0.0829776,-0.0860007,-1.12469,0.078669,-0.0869027,-0.942297,0.0941086,5.48439e-005,
-1.17701,0.253225,-0.0639892,-1.15807,0.127541,-0.0803317,-1.15474,0.119176,-0.0807836,-1.15154,0.110968,-0.0816982,-1.14677,0.103027,-0.0835279,-1.13796,0.0927816,-0.0851087,-1.13357,0.0876414,-0.0860982,-1.12657,0.0802862,-0.087463,-1.1201,0.0758346,-0.0883952,-0.937092,0.0856716,-0.00216104,
-1.16871,0.251939,-0.0652429,-1.15262,0.125844,-0.0814721,-1.14948,0.117407,-0.0819299,-1.14647,0.109129,-0.08285,-1.14188,0.101083,-0.0846958,-1.13331,0.0906452,-0.0863147,-1.12904,0.0854087,-0.0873232,-1.12221,0.0779,-0.0887198,-1.11585,0.0733067,-0.0896858,-0.932317,0.0776017,-0.00430248,
-1.16076,0.250904,-0.0663234,-1.14756,0.124456,-0.0824098,-1.1446,0.115951,-0.0828731,-1.14178,0.107608,-0.083798,-1.13739,0.0994604,-0.0856604,-1.12906,0.0888342,-0.0873199,-1.12491,0.0835035,-0.0883486,-1.11825,0.0758444,-0.0897792,-1.112,0.071111,-0.0907818,-0.928033,0.0700401,-0.00632038,
-1.15323,0.250105,-0.0672222,-1.14291,0.12337,-0.0831515,-1.14015,0.114802,-0.0836204,-1.13751,0.106397,-0.0845503,-1.13331,0.0981516,-0.0864304,-1.12523,0.0873431,-0.0881335,-1.12121,0.0819213,-0.0891837,-1.11473,0.0741161,-0.0906508,-1.10859,0.0692454,-0.0916928,-0.924281,0.0631259,-0.00818575,
-1.14616,0.249524,-0.0679591,-1.13873,0.122565,-0.0837206,-1.13616,0.113938,-0.0841951,-1.13371,0.105476,-0.0851298,-1.12971,0.0971385,-0.0870277,-1.12188,0.0861538,-0.0887752,-1.11798,0.0806438,-0.0898474,-1.11169,0.072697,-0.0913518,-1.10566,0.067692,-0.0924342,-0.921085,0.0569489,-0.00985758,
