-1.53216,0.877461,0.0426824,-1.53216,0.877461,0.0426824,-1.53216,0.877461,0.0426824,-1.297,0.557049,-0.00797479,
-1.51751,0.878566,0.0425896,-1.51751,0.878566,0.0425896,-1.51751,0.878566,0.0425896,-1.28288,0.556319,-0.00951617,
-1.50234,0.87983,0.0426311,-1.50234,0.87983,0.0426311,-1.50234,0.87983,0.0426311,-1.26832,0.555604,-0.0110744,
-1.48679,0.881266,0.0428434,-1.48679,0.881266,0.0428434,-1.48679,0.881266,0.0428434,-1.25347,0.554946,-0.0126032,
-1.47099,0.882889,0.0432535,-1.47099,0.882889,0.0432535,-1.47099,0.882889,0.0432535,-1.23852,0.554372,-0.0141263,
-1.45504,0.884702,0.0438679,-1.45504,0.884702,0.0438679,-1.45504,0.884702,0.0438679,-1.2236,0.553902,-0.0155583,
-1.43909,0.886693,0.0447069,-1.43909,0.886693,0.0447069,-1.43909,0.886693,0.0447069,-1.20885,0.553551,-0.0169067,
-1.42323,0.888848,0.0457405,-1.42323,0.888848,0.0457405,-1.42323,0.888848,0.0457405,-1.19436,0.553328,-0.0181442,
-1.40754,0.89115,0.0469378,-1.40754,0.89115,0.0469378,-1.40754,0.89115,0.0469378,-1.18024,0.553207,-0.0192363,
-1.39215,0.893553,0.0482279,-1.39215,0.893553,0.0482279,-1.39215,0.893553,0.0482279,-1.16658,0.553165,-0.0201987,
-1.37708,0.896046,0.0495826,-1.37708,0.896046,0.0495826,-1.37708,0.896046,0.0495826,-1.15343,0.553176,-0.0210362,
-1.3624,0.898602,0.0509089,-1.3624,0.898602,0.0509089,-1.3624,0.898602,0.0509089,-1.14086,0.55321,-0.0217685,
-1.34812,0.90119,0.0522141,-1.34812,0.90119,0.0522141,-1.34812,0.90119,0.0522141,-1.12895,0.553232,-0.0224127,
-1.33427,0.903778,0.0534349,-1.33427,0.903778,0.0534349,-1.33427,0.903778,0.0534349,-1.1177,0.553221,-0.0229901,
-1.32085,0.906331,0.0545765,-1.32085,0.906331,0.0545765,-1.32085,0.906331,0.0545765,-1.10714,0.553158,-0.0234944,
-1.30785,0.908823,0.0556245,-1.30785,0.908823,0.0556245,-1.30785,0.908823,0.0556245,-1.09729,0.553029,-0.0239454,
-1.29529,0.911226,0.0565895,-1.29529,0.911226,0.0565895,-1.29529,0.911226,0.0565895,-1.08814,0.552825,-0.0243042,
-1.28312,0.913531,0.0574815,-1.28312,0.913531,0.0574815,-1.28312,0.913531,0.0574815,-1.07967,0.552549,-0.0245676,
-1.27134,0.915733,0.0582617,-1.27134,0.915733,0.0582617,-1.27134,0.915733,0.0582617,-1.07184,0.552203,-0.0246972,
-1.25992,0.91783,0.0589577,-1.25992,0.91783,0.0589577,-1.25992,0.91783,0.0589577,-1.06461,0.551795,-0.0247252,
-1.24884,0.919826,0.0595451,-1.24884,0.919826,0.0595451,-1.24884,0.919826,0.0595451,-1.05796,0.551336,-0.0246248,
-1.23806,0.92174,0.0599937,-1.23806,0.92174,0.0599937,-1.23806,0.92174,0.0599937,-1.05183,0.550832,-0.0244082,
-1.22758,0.923556,0.0603274,-1.22758,0.923556,0.0603274,-1.22758,0.923556,0.0603274,-1.04618,0.550291,-0.0241136,
-1.21736,0.92528,0.0605529,-1.21736,0.92528,0.0605529,-1.21736,0.92528,0.0605529,-1.04096,0.549726,-0.0237629,
-1.20736,0.926922,0.0606579,-1.20736,0.926922,0.0606579,-1.20736,0.926922,0.0606579,-1.03611,0.549134,-0.0233843,
-1.19756,0.928471,0.0606581,-1.19756,0.928471,0.0606581,-1.19756,0.928471,0.0606581,-1.0316,0.548529,-0.0229634,
-1.18792,0.929937,0.0605491,-1.18792,0.929937,0.0605491,-1.18792,0.929937,0.0605491,-1.02739,0.547907,-0.0225459,
-1.17842,0.931318,0.060362,-1.17842,0.931318,0.060362,-1.17842,0.931318,0.060362,-1.0234,0.547277,-0.022113,
-1.16902,0.932626,0.0600618,-1.16902,0.932626,0.0600618,-1.16902,0.932626,0.0600618,-1.01962,0.54664,-0.0216934,
-1.15969,0.933859,0.0596562,-1.15969,0.933859,0.0596562,-1.15969,0.933859,0.0596562,-1.01601,0.545996,-0.0212739,
-1.15041,0.935018,0.0591692,-1.15041,0.935018,0.0591692,-1.15041,0.935018,0.0591692,-1.01252,0.545343,-0.0208904,
-1.14114,0.936116,0.0585876,-1.14114,0.936116,0.0585876,-1.14114,0.936116,0.0585876,-1.00912,0.544689,-0.0205442,
-1.13187,0.937151,0.0579248,-1.13187,0.937151,0.0579248,-1.13187,0.937151,0.0579248,-1.00579,0.544025,-0.0202535,
-1.12259,0.938102,0.0572137,-1.12259,0.938102,0.0572137,-1.12259,0.938102,0.0572137,-1.0025,0.543347,-0.0200373,
-1.11326,0.938985,0.0564411,-1.11326,0.938985,0.0564411,-1.11326,0.938985,0.0564411,-0.999221,0.542658,-0.0198941,
-1.10387,0.939786,0.0556119,-1.10387,0.939786,0.0556119,-1.10387,0.939786,0.0556119,-0.995937,0.54195,-0.019812,
-1.09444,0.940495,0.054752,-1.09444,0.940495,0.054752,-1.09444,0.940495,0.054752,-0.99262,0.541217,-0.0198012,
-1.08494,0.941101,0.0538933,-1.08494,0.941101,0.0538933,-1.08494,0.941101,0.0538933,-0.989258,0.540456,-0.0198557,
-1.07539,0.941611,0.052995,-1.07539,0.941611,0.052995,-1.07539,0.941611,0.052995,-0.985855,0.539659,-0.0199431,
-1.06578,0.94202,0.0520923,-1.06578,0.94202,0.0520923,-1.06578,0.94202,0.0520923,-0.982356,0.538824,-0.0200859,
-1.05613,0.942309,0.0511947,-1.05613,0.942309,0.0511947,-1.05613,0.942309,0.0511947,-0.978783,0.537951,-0.0202671,
-1.04644,0.94249,0.0502864,-1.04644,0.94249,0.0502864,-1.04644,0.94249,0.0502864,-0.975082,0.537026,-0.0204606,
-1.03671,0.942546,0.0494181,-1.03671,0.942546,0.0494181,-1.03671,0.942546,0.0494181,-0.971263,0.536054,-0.0206885,
-1.02695,0.942488,0.0485639,-1.02695,0.942488,0.0485639,-1.02695,0.942488,0.0485639,-0.967303,0.53503,-0.0209092,
-1.01716,0.942309,0.047742,-1.01716,0.942309,0.047742,-1.01716,0.942309,0.047742,-0.963186,0.533953,-0.0211432,
-1.00736,0.942001,0.0469986,-1.00736,0.942001,0.0469986,-1.00736,0.942001,0.0469986,-0.958891,0.532822,-0.0213789,
-0.997526,0.941574,0.0463036,-0.997526,0.941574,0.0463036,-0.997526,0.941574,0.0463036,-0.954399,0.531631,-0.0216235,
-0.987673,0.941037,0.0456511,-0.987673,0.941037,0.0456511,-0.987673,0.941037,0.0456511,-0.949697,0.53038,-0.0218674,
-0.977765,0.940387,0.0450758,-0.977765,0.940387,0.0450758,-0.977765,0.940387,0.0450758,-0.944757,0.529068,-0.0221329,
-0.96779,0.939632,0.0445734,-0.96779,0.939632,0.0445734,-0.96779,0.939632,0.0445734,-0.939531,0.527683,-0.0223973,
-0.957718,0.938786,0.0441126,-0.957718,0.938786,0.0441126,-0.957718,0.938786,0.0441126,-0.933984,0.526222,-0.0226715,
-0.947531,0.937847,0.043713,-0.947531,0.937847,0.043713,-0.947531,0.937847,0.043713,-0.928047,0.524678,-0.0229647,
-0.937173,0.936834,0.0433452,-0.937173,0.936834,0.0433452,-0.937173,0.936834,0.0433452,-0.9217,0.523052,-0.0232522,
-0.926632,0.935753,0.0429978,-0.926632,0.935753,0.0429978,-0.926632,0.935753,0.0429978,-0.914843,0.521331,-0.0235621,
-0.915858,0.934619,0.0426364,-0.915858,0.934619,0.0426364,-0.915858,0.934619,0.0426364,-0.907439,0.519526,-0.0238689,
-0.904842,0.933447,0.0422425,-0.904842,0.933447,0.0422425,-0.904842,0.933447,0.0422425,-0.899401,0.517638,-0.0241937,
-0.893554,0.932265,0.0417642,-0.893554,0.932265,0.0417642,-0.893554,0.932265,0.0417642,-0.890661,0.515664,-0.0245411,
-0.881977,0.931085,0.041176,-0.881977,0.931085,0.041176,-0.881977,0.931085,0.041176,-0.88118,0.513638,-0.0248904,
-0.870093,0.929933,0.0404421,-0.870093,0.929933,0.0404421,-0.870093,0.929933,0.0404421,-0.870865,0.511555,-0.0252452,
-0.857931,0.928844,0.0395042,-0.857931,0.928844,0.0395042,-0.857931,0.928844,0.0395042,-0.859663,0.509442,-0.0256003,
-0.845488,0.927838,0.0383728,-0.845488,0.927838,0.0383728,-0.845488,0.927838,0.0383728,-0.847513,0.507315,-0.0259368,
-0.83279,0.926946,0.0369753,-0.83279,0.926946,0.0369753,-0.83279,0.926946,0.0369753,-0.834368,0.50519,-0.0262546,
-0.81987,0.926182,0.0353415,-0.81987,0.926182,0.0353415,-0.81987,0.926182,0.0353415,-0.820197,0.503089,-0.0265249,
-0.806764,0.925569,0.0334256,-0.806764,0.925569,0.0334256,-0.806764,0.925569,0.0334256,-0.804994,0.501032,-0.0267126,
-0.793539,0.925108,0.0312263,-0.793539,0.925108,0.0312263,-0.793539,0.925108,0.0312263,-0.788754,0.499021,-0.0268132,
-0.78025,0.924794,0.0287422,-0.78025,0.924794,0.0287422,-0.78025,0.924794,0.0287422,-0.771535,0.497076,-0.0268043,
-0.766967,0.924615,0.0259771,-0.766967,0.924615,0.0259771,-0.766967,0.924615,0.0259771,-0.753416,0.495194,-0.0266297,
-0.753793,0.924536,0.0229396,-0.753793,0.924536,0.0229396,-0.753793,0.924536,0.0229396,-0.734528,0.493383,-0.0263038,
