-1.55634,0.915581,-0.0369876,-1.35102,0.469803,-0.0690778,-1.34747,0.465655,-0.0698375,-1.34302,0.462083,-0.0702576,-1.33893,0.458194,-0.0703305,-1.3342,0.454642,-0.070433,-1.32918,0.451419,-0.0715337,-1.32397,0.448357,-0.0715696,-1.28571,0.41965,-0.0549877,
-1.54376,0.914879,-0.0363828,-1.3383,0.470269,-0.0706015,-1.33484,0.466051,-0.0713688,-1.33047,0.462392,-0.0717982,-1.32645,0.458423,-0.0718798,-1.32179,0.454778,-0.0719924,-1.31684,0.451457,-0.0731036,-1.31169,0.448293,-0.0731504,-1.27397,0.418833,-0.0566495,
-1.53073,0.914295,-0.0357462,-1.32522,0.4708,-0.0720881,-1.32184,0.466512,-0.0728636,-1.31755,0.462764,-0.073304,-1.31362,0.458713,-0.0733953,-1.30903,0.454973,-0.0735196,-1.30416,0.451551,-0.0746435,-1.29907,0.448281,-0.0747035,-1.26193,0.418056,-0.0582973,
-1.51736,0.913878,-0.0350814,-1.31193,0.471433,-0.0734797,-1.30865,0.467074,-0.0742644,-1.30443,0.463236,-0.0747177,-1.30059,0.459103,-0.0748205,-1.29609,0.455266,-0.0749588,-1.29129,0.451741,-0.0760979,-1.28627,0.448364,-0.076174,-1.24971,0.41737,-0.0598814,
-1.50372,0.913663,-0.0343796,-1.29858,0.472174,-0.0747879,-1.2954,0.467745,-0.0755821,-1.29127,0.463816,-0.0760497,-1.28752,0.459601,-0.0761647,-1.2831,0.455668,-0.0763186,-1.27838,0.452039,-0.0774751,-1.27344,0.448555,-0.0775697,-1.23749,0.416799,-0.0614041,
-1.48994,0.913688,-0.0336515,-1.28534,0.473041,-0.075913,-1.28226,0.468542,-0.0767182,-1.27822,0.464524,-0.0772029,-1.27456,0.460228,-0.0773324,-1.27023,0.4562,-0.077505,-1.2656,0.452468,-0.0786822,-1.26073,0.448877,-0.0787991,-1.22538,0.416371,-0.0627859,
-1.47606,0.913979,-0.0328945,-1.2723,0.474045,-0.0768733,-1.26932,0.469479,-0.0776901,-1.26537,0.465373,-0.0781936,-1.26181,0.460998,-0.0783389,-1.25757,0.456876,-0.0785321,-1.25303,0.453042,-0.0797325,-1.24824,0.449345,-0.0798744,-1.21351,0.416103,-0.0640311,
-1.46217,0.914549,-0.0321099,-1.25955,0.475203,-0.077659,-1.25668,0.470571,-0.078488,-1.25282,0.466379,-0.0790116,-1.24936,0.461927,-0.0791737,-1.24521,0.457713,-0.0793892,-1.24076,0.453777,-0.0806146,-1.23606,0.449977,-0.0807835,-1.20195,0.416012,-0.065124,
-1.44829,0.915391,-0.0313091,-1.24718,0.476485,-0.0782431,-1.24442,0.47179,-0.079085,-1.24067,0.467514,-0.0796302,-1.2373,0.462987,-0.0798104,-1.23324,0.458683,-0.0800499,-1.22889,0.454649,-0.0813021,-1.22428,0.450746,-0.0815001,-1.19079,0.416075,-0.0660393,
-1.43449,0.9165,-0.0304854,-1.23526,0.477873,-0.0786621,-1.23261,0.473118,-0.0795173,-1.22895,0.46876,-0.0800846,-1.22568,0.46416,-0.0802833,-1.22172,0.459769,-0.0805473,-1.21747,0.455639,-0.0818269,-1.21295,0.451637,-0.0820548,-1.18009,0.416273,-0.0667989,
-1.4208,0.917846,-0.0296539,-1.22383,0.479335,-0.0789382,-1.22128,0.474522,-0.0798066,-1.21773,0.470085,-0.0803961,-1.21456,0.465416,-0.0806134,-1.2107,0.460939,-0.0809021,-1.20655,0.456717,-0.0822092,-1.20211,0.452618,-0.0824671,-1.16991,0.416579,-0.0674184,
-1.40724,0.919397,-0.0288252,-1.21292,0.480833,-0.0791024,-1.21049,0.475966,-0.0799838,-1.20704,0.471454,-0.080595,-1.20397,0.466719,-0.0808306,-1.20021,0.462161,-0.0811434,-1.19616,0.457849,-0.0824774,-1.19181,0.453656,-0.0827649,-1.16026,0.416963,-0.0679206,
-1.39386,0.921113,-0.0279973,-1.20262,0.482315,-0.0791821,-1.20029,0.477397,-0.0800759,-1.19694,0.472814,-0.0807081,-1.19398,0.468016,-0.0809612,-1.19031,0.46338,-0.0812974,-1.18636,0.458984,-0.0826572,-1.1821,0.454702,-0.082973,-1.1512,0.417381,-0.0683267,
-1.38065,0.922945,-0.0271865,-1.19291,0.483752,-0.0792025,-1.19069,0.478788,-0.0801081,-1.18743,0.474137,-0.0807603,-1.18457,0.46928,-0.0810301,-1.181,0.464572,-0.0813885,-1.17715,0.460096,-0.0827729,-1.17298,0.455728,-0.0831157,-1.14272,0.417807,-0.0686591,
-1.36765,0.924851,-0.0264149,-1.18381,0.485115,-0.079184,-1.1817,0.480108,-0.0801006,-1.17853,0.475394,-0.0807711,-1.17577,0.470483,-0.0810565,-1.17229,0.465706,-0.0814353,-1.16854,0.461155,-0.0828422,-1.16446,0.456707,-0.0832099,-1.13484,0.418218,-0.0689287,
-1.35486,0.926798,-0.0256853,-1.17533,0.486376,-0.0791533,-1.17332,0.48133,-0.0800796,-1.17024,0.476558,-0.0807665,-1.16757,0.471596,-0.0810657,-1.16419,0.466755,-0.0814628,-1.16053,0.462135,-0.0828898,-1.15653,0.457613,-0.0832796,-1.12755,0.418589,-0.0691558,
-1.34228,0.92874,-0.0250173,-1.16746,0.487521,-0.0790811,-1.16554,0.48244,-0.0800164,-1.16256,0.477615,-0.0807181,-1.15997,0.472607,-0.0810298,-1.15668,0.467707,-0.0814435,-1.15311,0.463023,-0.0828885,-1.1492,0.458431,-0.0832983,-1.12082,0.418908,-0.0693168,
-1.32993,0.930665,-0.0244318,-1.16019,0.488548,-0.0789682,-1.15835,0.483437,-0.0799118,-1.15545,0.478563,-0.0806268,-1.15295,0.473512,-0.0809499,-1.14974,0.468558,-0.0813783,-1.14626,0.463816,-0.0828393,-1.14242,0.459159,-0.0832667,-1.11465,0.419171,-0.0694125,
-1.3178,0.932541,-0.0239198,-1.15345,0.489459,-0.0787949,-1.1517,0.48432,-0.0797463,-1.14888,0.479401,-0.080473,-1.14646,0.474312,-0.0808064,-1.14333,0.469309,-0.0812476,-1.13992,0.464513,-0.0827225,-1.13616,0.459797,-0.083165,-1.10896,0.419377,-0.0694218,
-1.30587,0.934355,-0.0235147,-1.14723,0.490255,-0.0785877,-1.14556,0.485091,-0.0795461,-1.14281,0.480132,-0.0802828,-1.14047,0.475008,-0.080625,-1.13741,0.46996,-0.0810771,-1.13408,0.465115,-0.0825636,-1.13039,0.460345,-0.0830187,-1.10375,0.419525,-0.069369,
-1.29414,0.93611,-0.0232143,-1.14151,0.490946,-0.0783028,-1.13991,0.48576,-0.0792681,-1.13723,0.480764,-0.0800141,-1.13496,0.475609,-0.0803648,-1.13197,0.47052,-0.0808269,-1.12871,0.465631,-0.0823238,-1.12509,0.460811,-0.0827902,-1.09897,0.419622,-0.0692258,
