-1.23731,0.215034,-0.0171993,-1.20176,0.126609,-0.0268379,-1.19436,0.110355,-0.0292827,-1.18763,0.0965701,-0.0316432,-1.1787,0.0828794,-0.0337874,-1.09584,0.083148,0.0260784,
-1.22955,0.213296,-0.0189705,-1.19578,0.124186,-0.0286868,-1.18871,0.107789,-0.0311476,-1.18226,0.0938732,-0.0335228,-1.1736,0.0800086,-0.0356862,-1.09128,0.0791168,0.0241238,
-1.22163,0.211659,-0.0206743,-1.18973,0.121871,-0.0304549,-1.18301,0.105332,-0.0329299,-1.17684,0.0912856,-0.0353184,-1.16848,0.0772453,-0.0375012,-1.08664,0.0750995,0.0222048,
-1.21365,0.21019,-0.0222625,-1.18369,0.119741,-0.0320967,-1.17733,0.103062,-0.0345846,-1.17148,0.0888872,-0.0369856,-1.16342,0.0746718,-0.039189,-1.08201,0.0711687,0.0203572,
-1.20573,0.208932,-0.0236988,-1.17776,0.117849,-0.0335588,-1.17178,0.101033,-0.0360552,-1.16624,0.0867331,-0.0384655,-1.1585,0.0723452,-0.040688,-1.07745,0.0674131,0.0186185,
-1.19793,0.207917,-0.0249394,-1.17201,0.116233,-0.0348156,-1.1664,0.0992881,-0.0373196,-1.16119,0.0848678,-0.0397389,-1.15378,0.0703121,-0.0419824,-1.07304,0.0638793,0.0170284,
-1.19036,0.207166,-0.0259722,-1.16651,0.114922,-0.0358447,-1.16129,0.097854,-0.0383534,-1.15641,0.0833192,-0.0407794,-1.14933,0.0686013,-0.0430439,-1.06885,0.06064,0.0155981,
-1.1831,0.206691,-0.0268051,-1.16135,0.113927,-0.0366608,-1.15652,0.0967447,-0.0391722,-1.15198,0.082102,-0.0416036,-1.14524,0.0672283,-0.0438891,-1.06495,0.057724,0.0143519,
-1.17622,0.206465,-0.0274386,-1.15657,0.113231,-0.0372738,-1.15214,0.095942,-0.0397877,-1.14793,0.081199,-0.0422246,-1.14154,0.0661776,-0.0445324,-1.0614,0.0551552,0.0132838,
-1.16976,0.206465,-0.0279028,-1.15223,0.112808,-0.037713,-1.14819,0.095423,-0.0402287,-1.14433,0.0805877,-0.0426706,-1.13828,0.0654267,-0.0450006,-1.05825,0.0529494,0.0123878,
-1.16377,0.206661,-0.0282301,-1.14834,0.112632,-0.0380154,-1.1447,0.09516,-0.0405328,-1.14118,0.080241,-0.0429796,-1.13548,0.0649494,-0.0453319,-1.05552,0.0511246,0.0116429,
-1.15826,0.207017,-0.0284516,-1.14491,0.112668,-0.038213,-1.14166,0.0951189,-0.0407322,-1.13848,0.0801251,-0.0431839,-1.13313,0.0647126,-0.0455581,-1.05321,0.0496699,0.011036,
-1.15324,0.207486,-0.0285904,-1.14192,0.112869,-0.0383283,-1.13906,0.0952536,-0.0408491,-1.1362,0.0801942,-0.0433053,-1.13119,0.0646714,-0.0457005,-1.05129,0.048541,0.0105396,
-1.14869,0.208035,-0.0286722,-1.13935,0.1132,-0.038388,-1.13686,0.0955278,-0.0409103,-1.13433,0.0804116,-0.0433709,-1.12964,0.0647887,-0.0457861,-1.04975,0.0477247,0.0101339,
-1.14459,0.208629,-0.0287239,-1.13715,0.113624,-0.0384229,-1.13503,0.0959053,-0.0409472,-1.13281,0.0807412,-0.0434122,-1.12844,0.0650288,-0.0458462,-1.04853,0.0471722,0.00980733,
-1.14093,0.209239,-0.0287542,-1.13531,0.114107,-0.0384365,-1.13352,0.0963506,-0.0409622,-1.1316,0.0811467,-0.0434309,-1.12754,0.0653549,-0.0458814,-1.04761,0.0468229,0.00954227,
-1.13766,0.209836,-0.0287651,-1.13377,0.114618,-0.038442,-1.13231,0.096832,-0.0409707,-1.13067,0.0815959,-0.0434441,-1.1269,0.0657346,-0.0459105,-1.04693,0.0466493,0.00933287,
-1.13476,0.21041,-0.028756,-1.1325,0.11514,-0.0384388,-1.13134,0.0973317,-0.040972,-1.12997,0.0820703,-0.043451,-1.12648,0.0661485,-0.045933,-1.04646,0.0466141,0.00916673,
-1.13219,0.210945,-0.0287319,-1.13145,0.115653,-0.0384417,-1.13058,0.0978302,-0.0409827,-1.12945,0.0825498,-0.0434698,-1.12622,0.0665761,-0.0459678,-1.04616,0.0466614,0.00904134,
-1.12991,0.211438,-0.0286915,-1.13059,0.11615,-0.0384394,-1.12999,0.0983171,-0.0409896,-1.12909,0.0830228,-0.0434857,-1.1261,0.0670045,-0.045999,-1.04599,0.0467703,0.00894633,
-1.12788,0.211886,-0.0286178,-1.12989,0.116622,-0.0384229,-1.12954,0.0987849,-0.0409854,-1.12886,0.0834814,-0.043493,-1.12609,0.0674254,-0.046023,-1.04592,0.0469045,0.0088909,
-1.12607,0.212286,-0.0285238,-1.12931,0.117064,-0.0384056,-1.12919,0.0992261,-0.0409836,-1.12871,0.0839172,-0.0435052,-1.12615,0.0678296,-0.0460532,-1.04593,0.0470629,0.00885805,
-1.12444,0.212639,-0.0284097,-1.12881,0.117471,-0.0383784,-1.12891,0.0996351,-0.0409735,-1.12861,0.084324,-0.0435103,-1.12625,0.0682098,-0.0460766,-1.04599,0.047215,0.00884647,
-1.12297,0.212952,-0.0282867,-1.12839,0.117849,-0.0383504,-1.12869,0.100018,-0.040964,-1.12856,0.0847072,-0.0435169,-1.12637,0.0685707,-0.0461022,-1.04608,0.0473462,0.00886034,
-1.12162,0.213221,-0.0281578,-1.12802,0.118188,-0.0383179,-1.1285,0.100364,-0.04095,-1.12853,0.0850553,-0.0435191,-1.12651,0.0689001,-0.0461224,-1.04619,0.0474678,0.00887886,
-1.12037,0.213455,-0.028025,-1.12768,0.118499,-0.0382892,-1.12833,0.100684,-0.0409411,-1.1285,0.0853787,-0.0435273,-1.12664,0.0692079,-0.0461494,-1.0463,0.0475778,0.00890397,
-1.1192,0.213649,-0.0278994,-1.12736,0.118773,-0.0382661,-1.12817,0.100967,-0.0409374,-1.12848,0.0856671,-0.0435402,-1.12676,0.0694833,-0.0461804,-1.04641,0.0476643,0.0089283,
-1.11809,0.213816,-0.0277752,-1.12704,0.119024,-0.0382487,-1.128,0.101228,-0.04094,-1.12844,0.0859339,-0.0435601,-1.12685,0.0697393,-0.0462188,-1.04651,0.0477351,0.00895289,
-1.11704,0.213959,-0.0276629,-1.12673,0.119251,-0.0382406,-1.12783,0.101466,-0.0409514,-1.12838,0.0861792,-0.0435883,-1.12693,0.0699755,-0.0462645,-1.0466,0.0477962,0.00897128,
-1.11601,0.214073,-0.0275579,-1.1264,0.119452,-0.0382449,-1.12763,0.101679,-0.0409762,-1.1283,0.0863991,-0.0436306,-1.12697,0.0701881,-0.0463252,-1.04667,0.0478498,0.00897466,
-1.115,0.21417,-0.0274607,-1.12607,0.119638,-0.0382499,-1.12743,0.101877,-0.0410003,-1.12821,0.0866052,-0.0436711,-1.12699,0.070388,-0.0463828,-1.04672,0.0479004,0.00896914,
-1.114,0.214255,-0.0273844,-1.12572,0.119813,-0.0382741,-1.1272,0.102064,-0.0410432,-1.12808,0.0868013,-0.0437301,-1.12698,0.0705789,-0.0464585,-1.04675,0.0479399,0.00895575,
-1.113,0.214322,-0.0273157,-1.12535,0.11997,-0.0382983,-1.12695,0.102235,-0.041085,-1.12793,0.086981,-0.043787,-1.12693,0.0707544,-0.0465316,-1.04677,0.0479745,0.00893097,
-1.11199,0.214377,-0.0272616,-1.12496,0.120118,-0.0383259,-1.12667,0.102396,-0.0411281,-1.12776,0.0871507,-0.0438436,-1.12686,0.0709204,-0.0466032,-1.04677,0.0480183,0.00889371,
-1.11097,0.214427,-0.0272372,-1.12455,0.120261,-0.0383727,-1.12638,0.102553,-0.0411885,-1.12756,0.0873175,-0.0439159,-1.12677,0.0710839,-0.0466888,-1.04675,0.0480646,0.00884312,
-1.10993,0.214464,-0.0272225,-1.12411,0.120396,-0.0384232,-1.12605,0.102702,-0.0412518,-1.12733,0.0874764,-0.0439904,-1.12665,0.0712404,-0.0467767,-1.04672,0.0481042,0.00878037,
-1.10886,0.214497,-0.0272302,-1.12365,0.120529,-0.0384842,-1.12571,0.10285,-0.0413235,-1.12709,0.0876348,-0.0440716,-1.12652,0.0713967,-0.0468697,-1.0467,0.0481508,0.00870474,
-1.10777,0.214525,-0.0272711,-1.12317,0.120662,-0.0385691,-1.12535,0.102997,-0.0414173,-1.12683,0.0877935,-0.0441733,-1.12636,0.0715537,-0.0469818,-1.04665,0.0482054,0.00860882,
-1.10664,0.214539,-0.0273318,-1.12267,0.120785,-0.0386727,-1.12496,0.103137,-0.0415297,-1.12655,0.0879449,-0.0442937,-1.12619,0.0717042,-0.0471128,-1.04661,0.0482672,0.00850365,
-1.10548,0.214555,-0.027415,-1.12215,0.120917,-0.0387921,-1.12456,0.103287,-0.0416567,-1.12625,0.0881071,-0.0444278,-1.126,0.071866,-0.0472568,-1.04656,0.0483255,0.00837748,
-1.10428,0.214568,-0.0275179,-1.1216,0.121053,-0.0389244,-1.12414,0.103442,-0.0417954,-1.12594,0.0882754,-0.0445725,-1.12581,0.0720345,-0.0474104,-1.04652,0.0483928,0.00824279,
-1.10303,0.214583,-0.0276439,-1.12104,0.121201,-0.0390843,-1.12371,0.10361,-0.0419626,-1.12562,0.0884588,-0.0447465,-1.12561,0.0722191,-0.0475944,-1.04647,0.0484587,0.00809288,
-1.10174,0.214605,-0.0277892,-1.12046,0.121367,-0.0392559,-1.12326,0.103798,-0.0421402,-1.12529,0.0886625,-0.0449297,-1.1254,0.0724246,-0.0477862,-1.04643,0.0485248,0.00793088,
-1.10039,0.214636,-0.0279399,-1.11985,0.121554,-0.0394395,-1.1228,0.104009,-0.042331,-1.12494,0.0888917,-0.0451273,-1.12519,0.0726571,-0.0479941,-1.04639,0.0485939,0.00776058,
-1.09898,0.214685,-0.0281054,-1.11922,0.121772,-0.0396348,-1.12231,0.104253,-0.0425329,-1.12459,0.0891564,-0.0453355,-1.12497,0.0729261,-0.048212,-1.04637,0.0486599,0.00758814,
-1.09751,0.214761,-0.0282847,-1.11856,0.122033,-0.0398424,-1.12181,0.104544,-0.0427468,-1.12422,0.0894685,-0.0455553,-1.12474,0.0732439,-0.048441,-1.04635,0.0487189,0.00741308,
-1.09597,0.214867,-0.0284694,-1.11789,0.122342,-0.04005,-1.1213,0.104885,-0.0429597,-1.12385,0.0898339,-0.0457732,-1.12452,0.0736163,-0.048667,-1.04634,0.0487792,0.00723715,
-1.09435,0.215012,-0.0286615,-1.11717,0.12271,-0.0402643,-1.12076,0.105288,-0.0431792,-1.12346,0.0902638,-0.0459976,-1.12429,0.0740551,-0.0488993,-1.04635,0.0488393,0.00707001,
-1.09263,0.215206,-0.0288626,-1.11642,0.123148,-0.0404764,-1.12019,0.105765,-0.0433941,-1.12305,0.0907708,-0.0462155,-1.12405,0.0745727,-0.0491227,-1.04635,0.0488976,0.00690815,
-1.09081,0.215456,-0.0290598,-1.11562,0.123669,-0.0406792,-1.11958,0.106329,-0.0435988,-1.1226,0.0913684,-0.0464223,-1.12379,0.0751834,-0.0493342,-1.04636,0.048979,0.0067615,
-1.08885,0.215776,-0.0292506,-1.11475,0.12429,-0.0408666,-1.11891,0.106998,-0.0437865,-1.12212,0.0920748,-0.0466106,-1.1235,0.0759057,-0.0495257,-1.04635,0.0490761,0.00663845,
-1.08673,0.216187,-0.0294353,-1.11379,0.125038,-0.0410336,-1.11818,0.107801,-0.0439509,-1.12158,0.0929198,-0.0467733,-1.12316,0.0767698,-0.0496889,-1.04632,0.0492148,0.00653799,
-1.08441,0.216695,-0.0295856,-1.11272,0.125923,-0.0411584,-1.11735,0.108748,-0.0440719,-1.12095,0.0939139,-0.0468916,-1.12276,0.0777873,-0.0498071,-1.04625,0.0493962,0.00647845,
-1.08185,0.217332,-0.0297134,-1.11151,0.126986,-0.0412428,-1.11639,0.10988,-0.0441492,-1.12022,0.0951008,-0.0469633,-1.12227,0.0790025,-0.0498758,-1.04612,0.0496613,0.00645107,
-1.07901,0.218119,-0.0298017,-1.11011,0.128251,-0.0412769,-1.11527,0.111225,-0.0441743,-1.11933,0.0965078,-0.0469813,-1.12163,0.0804439,-0.0498897,-1.04589,0.0500266,0.00647052,
-1.07582,0.219096,-0.0298496,-1.10848,0.129771,-0.0412514,-1.11393,0.112835,-0.0441364,-1.11824,0.0981889,-0.0469333,-1.12083,0.0821664,-0.0498348,-1.04555,0.050532,0.0065351,
-1.07224,0.220292,-0.0298611,-1.10657,0.131581,-0.0411663,-1.11233,0.114748,-0.0440343,-1.11692,0.100183,-0.0468174,-1.11981,0.0842098,-0.049708,-1.04505,0.0512138,0.00665417,
-1.0682,0.221745,-0.0298279,-1.10429,0.133726,-0.0410214,-1.1104,0.117009,-0.0438697,-1.11528,0.102537,-0.0466367,-1.11849,0.0866227,-0.0495141,-1.04435,0.0521162,0.00681545,
-1.06363,0.2235,-0.0297579,-1.10161,0.136261,-0.0408187,-1.10807,0.119675,-0.0436433,-1.11327,0.105308,-0.0463905,-1.11682,0.089464,-0.0492505,-1.0434,0.0532705,0.00702419,
-1.05845,0.2256,-0.0296666,-1.09842,0.139236,-0.0405771,-1.10526,0.122799,-0.0433745,-1.11079,0.108551,-0.0460987,-1.11471,0.0927892,-0.048937,-1.04217,0.0547329,0.00726929,
-1.05259,0.22809,-0.0295605,-1.09466,0.142706,-0.0403065,-1.1019,0.126436,-0.0430735,-1.10777,0.112323,-0.0457719,-1.11208,0.0966572,-0.0485842,-1.04057,0.0565453,0.00752475,
-1.04597,0.231003,-0.0294788,-1.09022,0.14671,-0.0400501,-1.09789,0.130627,-0.042784,-1.10412,0.116664,-0.0454538,-1.10883,0.101109,-0.048235,-1.03858,0.0587585,0.00778893,
-1.03852,0.234373,-0.0294131,-1.08504,0.151288,-0.0398038,-1.09314,0.135412,-0.0425028,-1.09975,0.121617,-0.0451421,-1.10488,0.106189,-0.0478879,-1.03613,0.0614182,0.00802928,
-1.03018,0.23822,-0.0294075,-1.07904,0.156462,-0.0396273,-1.08758,0.140815,-0.0422921,-1.09457,0.127206,-0.0449008,-1.10013,0.111921,-0.047608,-1.03317,0.064551,0.00823075,
-1.02091,0.242554,-0.0294828,-1.07214,0.162245,-0.0395422,-1.08113,0.146848,-0.0421734,-1.08852,0.133443,-0.0447514,-1.09452,0.11832,-0.0474161,-1.02966,0.0681964,0.0083709,
-1.01066,0.247363,-0.0296585,-1.0643,0.168621,-0.0395767,-1.07375,0.153495,-0.0421766,-1.08154,0.140311,-0.044725,-1.08799,0.125366,-0.0473442,-1.02556,0.0723603,0.00841743,
-0.999462,0.252611,-0.0299462,-1.0555,0.175548,-0.039762,-1.06541,0.160713,-0.0423362,-1.07359,0.147767,-0.0448591,-1.0805,0.133018,-0.047433,-1.02084,0.0770531,0.00836288,
-0.987346,0.258253,-0.0303683,-1.04576,0.182968,-0.0401159,-1.05612,0.168442,-0.0426693,-1.0647,0.155748,-0.04517,-1.07206,0.14121,-0.0476973,-1.01552,0.0822464,0.00819164,
-0.974403,0.264202,-0.030912,-1.03514,0.190772,-0.0406382,-1.04594,0.176569,-0.0431779,-1.0549,0.164139,-0.0456617,-1.0627,0.149826,-0.0481443,-1.0096,0.087898,0.00790115,
-0.960774,0.270377,-0.0315719,-1.02375,0.19886,-0.0413345,-1.03497,0.18499,-0.0438701,-1.0443,0.172833,-0.0463445,-1.05253,0.158757,-0.0487867,-1.00315,0.0939481,0.00749268,
-0.946656,0.276657,-0.0323393,-1.01175,0.207079,-0.0421902,-1.02338,0.193547,-0.0447301,-1.03306,0.181667,-0.0472018,-1.04171,0.167835,-0.0496077,-0.996229,0.1003,0.00697617,
-0.932293,0.282918,-0.0331723,-0.999371,0.215271,-0.0431651,-1.01138,0.202076,-0.0457187,-1.02139,0.190474,-0.0481952,-1.03043,0.176889,-0.0505713,-0.988967,0.106852,0.00637599,
