-1.43495,1.02445,-0.00688396,-1.46112,0.942708,-0.00950031,-1.42637,0.841531,-0.0499455,-1.42162,0.815887,-0.058657,-1.41615,0.787515,-0.0676285,-1.41243,0.754903,-0.074436,-1.41402,0.722176,-0.080498,-1.41282,0.690145,-0.0843741,-1.41157,0.65859,-0.0864068,-1.40715,0.628683,-0.0875956,-1.40079,0.597207,-0.0874661,-1.39294,0.568298,-0.0853872,-1.38189,0.539017,-0.0845984,-1.37139,0.512424,-0.086329,-1.2863,0.446535,-0.0504863,
-1.42235,1.02376,-0.00640587,-1.44626,0.943714,-0.00943319,-1.41183,0.842527,-0.0501226,-1.40716,0.816889,-0.0588961,-1.40178,0.788521,-0.0679362,-1.39816,0.755914,-0.0748226,-1.39986,0.723207,-0.0809639,-1.39876,0.691182,-0.0849176,-1.3976,0.659629,-0.0870267,-1.39328,0.629711,-0.0882878,-1.38702,0.598214,-0.0882345,-1.37926,0.569276,-0.0862254,-1.3683,0.539959,-0.0855073,-1.35789,0.513337,-0.0873021,-1.27403,0.445724,-0.0521458,
-1.4093,1.02319,-0.00591706,-1.43088,0.944844,-0.00927567,-1.39684,0.843629,-0.0502234,-1.39227,0.817995,-0.0590602,-1.38699,0.78963,-0.0681705,-1.3835,0.757027,-0.0751361,-1.38532,0.72434,-0.081354,-1.38433,0.692321,-0.0853842,-1.38329,0.660769,-0.0875687,-1.37908,0.630838,-0.0889031,-1.37293,0.599319,-0.0889278,-1.36527,0.570349,-0.0869915,-1.35443,0.54099,-0.0863488,-1.34411,0.514335,-0.0882124,-1.26141,0.444944,-0.0538022,
-1.39591,1.02281,-0.00542226,-1.41513,0.946105,-0.00900516,-1.38155,0.844847,-0.0502275,-1.3771,0.819215,-0.0591287,-1.37195,0.790849,-0.0683105,-1.3686,0.758248,-0.0753551,-1.37056,0.725583,-0.0816455,-1.36971,0.69357,-0.0857501,-1.3688,0.662019,-0.0880081,-1.36471,0.632074,-0.0894163,-1.35869,0.600531,-0.0895209,-1.35115,0.571525,-0.0876606,-1.34043,0.542121,-0.0870988,-1.33022,0.515428,-0.0890365,-1.24861,0.444244,-0.0554066,
-1.38228,1.02265,-0.00492498,-1.39913,0.947509,-0.00860623,-1.36611,0.846187,-0.0501173,-1.3618,0.820554,-0.059083,-1.3568,0.792184,-0.0683367,-1.35361,0.759583,-0.0754586,-1.35574,0.726942,-0.0818152,-1.35505,0.694934,-0.0859905,-1.35429,0.663384,-0.0883184,-1.35034,0.633424,-0.0897997,-1.34446,0.601853,-0.089985,-1.33706,0.572809,-0.088203,-1.32646,0.543355,-0.0877272,-1.31638,0.516619,-0.0897438,-1.23579,0.443648,-0.0569665,
-1.3685,1.02275,-0.00441943,-1.38302,0.949054,-0.00809135,-1.35065,0.847644,-0.049899,-1.34649,0.822006,-0.0589272,-1.34167,0.79363,-0.0682507,-1.33867,0.761027,-0.0754449,-1.34098,0.728409,-0.0818574,-1.34047,0.696406,-0.0860962,-1.33988,0.664857,-0.0884868,-1.33609,0.63488,-0.0900378,-1.33038,0.60328,-0.0903018,-1.32311,0.574195,-0.0885986,-1.31267,0.544686,-0.0882122,-1.30274,0.517903,-0.0903113,-1.22308,0.443182,-0.0583992,
-1.35465,1.02313,-0.00392439,-1.36693,0.950734,-0.0074439,-1.33529,0.849218,-0.0495595,-1.33132,0.823573,-0.0586486,-1.32669,0.795187,-0.0680406,-1.3239,0.76258,-0.0753028,-1.32642,0.729986,-0.0817611,-1.32611,0.697989,-0.0860565,-1.3257,0.666441,-0.0885033,-1.32208,0.636446,-0.0901212,-1.31655,0.604816,-0.090463,-1.30944,0.575688,-0.0888397,-1.29916,0.54612,-0.0885473,-1.28938,0.519287,-0.0907337,-1.21059,0.442866,-0.05971,
-1.34078,1.02381,-0.00342311,-1.35097,0.95254,-0.00669976,-1.32015,0.850902,-0.0491255,-1.31638,0.825248,-0.0582719,-1.31197,0.796848,-0.0677283,-1.30941,0.764236,-0.0750513,-1.31215,0.731668,-0.0815424,-1.31204,0.699675,-0.0858847,-1.31184,0.668129,-0.0883783,-1.3084,0.638116,-0.0900578,-1.30306,0.606454,-0.0904736,-1.29611,0.577282,-0.0889292,-1.286,0.547655,-0.0887329,-1.27639,0.520768,-0.0910089,-1.19841,0.442713,-0.0608791,
-1.32696,1.0248,-0.00293146,-1.33523,0.954459,-0.00589501,-1.30531,0.852682,-0.0486274,-1.30175,0.827016,-0.0578255,-1.29757,0.7986,-0.0673408,-1.29526,0.765982,-0.0747154,-1.29825,0.733438,-0.081224,-1.29836,0.70145,-0.0856017,-1.29836,0.669906,-0.0881307,-1.29512,0.639874,-0.0898647,-1.28997,0.608181,-0.090349,-1.2832,0.578966,-0.0888807,-1.27327,0.549277,-0.0887813,-1.26384,0.522334,-0.0911479,-1.18664,0.4427,-0.0618772,
-1.31324,1.02607,-0.00243115,-1.31984,0.956454,-0.00508408,-1.29086,0.854527,-0.0481064,-1.28752,0.828846,-0.0573487,-1.28359,0.800412,-0.0669147,-1.28153,0.767786,-0.0743294,-1.28477,0.735266,-0.0808395,-1.28511,0.703282,-0.0852393,-1.28533,0.671741,-0.087791,-1.28229,0.641692,-0.0895702,-1.27734,0.609967,-0.0901148,-1.27073,0.580709,-0.0887169,-1.26098,0.55096,-0.0887112,-1.25174,0.523961,-0.0911658,-1.17533,0.442809,-0.0627237,
-1.29964,1.02761,-0.00192829,-1.30481,0.958508,-0.00429335,-1.27683,0.856417,-0.0475864,-1.27373,0.830719,-0.0568647,-1.27006,0.802265,-0.0664725,-1.26827,0.769629,-0.0739153,-1.27176,0.737133,-0.0804106,-1.27235,0.705154,-0.0848188,-1.27279,0.673616,-0.08738,-1.26995,0.643549,-0.0891946,-1.26521,0.611793,-0.0897907,-1.25877,0.582494,-0.0884571,-1.24922,0.552683,-0.0885413,-1.24017,0.525627,-0.0910806,-1.16454,0.443013,-0.0634304,
-1.2862,1.02936,-0.00142627,-1.29019,0.960594,-0.00358492,-1.26325,0.858324,-0.0471171,-1.2604,0.832608,-0.0564217,-1.25699,0.804131,-0.0660608,-1.25548,0.771484,-0.0735189,-1.25924,0.739012,-0.0799842,-1.26007,0.707038,-0.0843874,-1.26074,0.675504,-0.0869449,-1.25812,0.645418,-0.0887839,-1.25359,0.613633,-0.0894209,-1.24733,0.584292,-0.0881427,-1.23797,0.554419,-0.0883091,-1.22912,0.527305,-0.0909261,-1.1543,0.443282,-0.0640179,
-1.27294,1.03129,-0.000913889,-1.27598,0.962673,-0.00295317,-1.25014,0.86021,-0.0466946,-1.24755,0.834472,-0.0560163,-1.24442,0.805971,-0.0656766,-1.2432,0.773312,-0.0731374,-1.24724,0.740865,-0.0795576,-1.24833,0.708896,-0.0839427,-1.24924,0.677366,-0.0864837,-1.24683,0.647263,-0.0883367,-1.24253,0.615448,-0.0890044,-1.23646,0.586065,-0.0877734,-1.22731,0.556129,-0.0880149,-1.21867,0.528954,-0.0907033,-1.14467,0.443576,-0.0645064,
