-1.46102,0.773202,-0.012154,-1.46102,0.773202,-0.012154,-1.46102,0.773202,-0.012154,-1.29905,0.55794,-0.0288903,
-1.4467,0.774216,-0.0124976,-1.4467,0.774216,-0.0124976,-1.4467,0.774216,-0.0124976,-1.28489,0.557266,-0.0304332,
-1.43193,0.775356,-0.0127416,-1.43193,0.775356,-0.0127416,-1.43193,0.775356,-0.0127416,-1.27029,0.556606,-0.0319915,
-1.41688,0.776632,-0.0128574,-1.41688,0.776632,-0.0128574,-1.41688,0.776632,-0.0128574,-1.25543,0.556006,-0.0335189,
-1.40168,0.778054,-0.0128198,-1.40168,0.778054,-0.0128198,-1.40168,0.778054,-0.0128198,-1.24048,0.555489,-0.0350387,
-1.38645,0.779623,-0.0126216,-1.38645,0.779623,-0.0126216,-1.38645,0.779623,-0.0126216,-1.22559,0.555073,-0.0364654,
-1.37131,0.781332,-0.0122483,-1.37131,0.781332,-0.0122483,-1.37131,0.781332,-0.0122483,-1.21088,0.554775,-0.0378061,
-1.35637,0.783174,-0.0117209,-1.35637,0.783174,-0.0117209,-1.35637,0.783174,-0.0117209,-1.19646,0.554602,-0.0390338,
-1.3417,0.785135,-0.011065,-1.3417,0.785135,-0.011065,-1.3417,0.785135,-0.011065,-1.18244,0.554524,-0.0401134,
-1.32739,0.787177,-0.0103289,-1.32739,0.787177,-0.0103289,-1.32739,0.787177,-0.0103289,-1.16889,0.554521,-0.0410612,
-1.31348,0.789285,-0.00953705,-1.31348,0.789285,-0.00953705,-1.31348,0.789285,-0.00953705,-1.15588,0.554565,-0.0418818,
-1.30001,0.791432,-0.0087549,-1.30001,0.791432,-0.0087549,-1.30001,0.791432,-0.0087549,-1.14345,0.554626,-0.0425952,
-1.28701,0.79358,-0.00797846,-1.28701,0.79358,-0.00797846,-1.28701,0.79358,-0.00797846,-1.13169,0.55467,-0.0432185,
-1.27448,0.795698,-0.00724903,-1.27448,0.795698,-0.00724903,-1.27448,0.795698,-0.00724903,-1.12059,0.554677,-0.0437738,
-1.26245,0.79775,-0.00656288,-1.26245,0.79775,-0.00656288,-1.26245,0.79775,-0.00656288,-1.11019,0.554631,-0.0442548,
-1.2509,0.799712,-0.00592851,-1.2509,0.799712,-0.00592851,-1.2509,0.799712,-0.00592851,-1.10049,0.554518,-0.0446821,
-1.23982,0.801559,-0.00533401,-1.23982,0.801559,-0.00533401,-1.23982,0.801559,-0.00533401,-1.09148,0.554332,-0.0450173,
-1.22918,0.80329,-0.0047721,-1.22918,0.80329,-0.0047721,-1.22918,0.80329,-0.0047721,-1.08314,0.554079,-0.0452579,
-1.21895,0.8049,-0.00426605,-1.21895,0.8049,-0.00426605,-1.21895,0.8049,-0.00426605,-1.07541,0.553759,-0.0453665,
-1.20909,0.806398,-0.00379584,-1.20909,0.806398,-0.00379584,-1.20909,0.806398,-0.00379584,-1.06828,0.553381,-0.0453762,
-1.19958,0.807791,-0.00337755,-1.19958,0.807791,-0.00337755,-1.19958,0.807791,-0.00337755,-1.06169,0.552958,-0.0452612,
-1.19035,0.809096,-0.0030339,-1.19035,0.809096,-0.0030339,-1.19035,0.809096,-0.0030339,-1.0556,0.552494,-0.0450346,
-1.18138,0.810307,-0.00274561,-1.18138,0.810307,-0.00274561,-1.18138,0.810307,-0.00274561,-1.04996,0.551998,-0.0447349,
-1.17265,0.811434,-0.00251634,-1.17265,0.811434,-0.00251634,-1.17265,0.811434,-0.00251634,-1.04472,0.55148,-0.0443838,
-1.16411,0.81248,-0.00235144,-1.16411,0.81248,-0.00235144,-1.16411,0.81248,-0.00235144,-1.03982,0.550937,-0.0440095,
-1.15573,0.813444,-0.00224901,-1.15573,0.813444,-0.00224901,-1.15573,0.813444,-0.00224901,-1.03524,0.550383,-0.043597,
-1.1475,0.814331,-0.00221336,-1.1475,0.814331,-0.00221336,-1.1475,0.814331,-0.00221336,-1.03093,0.54981,-0.0431912,
-1.13938,0.815144,-0.00222974,-1.13938,0.815144,-0.00222974,-1.13938,0.815144,-0.00222974,-1.02684,0.549228,-0.0427721,
-1.13136,0.815886,-0.00232542,-1.13136,0.815886,-0.00232542,-1.13136,0.815886,-0.00232542,-1.02294,0.548635,-0.042368,
-1.12342,0.816559,-0.00249896,-1.12342,0.816559,-0.00249896,-1.12342,0.816559,-0.00249896,-1.0192,0.54803,-0.0419648,
-1.11554,0.817163,-0.00273804,-1.11554,0.817163,-0.00273804,-1.11554,0.817163,-0.00273804,-1.01558,0.547412,-0.0415974,
-1.1077,0.81771,-0.00305296,-1.1077,0.81771,-0.00305296,-1.1077,0.81771,-0.00305296,-1.01205,0.546785,-0.0412668,
-1.0999,0.818197,-0.00343857,-1.0999,0.818197,-0.00343857,-1.0999,0.818197,-0.00343857,-1.00861,0.546142,-0.0409906,
-1.09211,0.818613,-0.00387264,-1.09211,0.818613,-0.00387264,-1.09211,0.818613,-0.00387264,-1.0052,0.545481,-0.0407873,
-1.08432,0.818971,-0.00436483,-1.08432,0.818971,-0.00436483,-1.08432,0.818971,-0.00436483,-1.00182,0.544803,-0.0406559,
-1.07652,0.819259,-0.00491227,-1.07652,0.819259,-0.00491227,-1.07652,0.819259,-0.00491227,-0.998449,0.544102,-0.0405842,
-1.06871,0.819475,-0.00549732,-1.06871,0.819475,-0.00549732,-1.06871,0.819475,-0.00549732,-0.99505,0.543373,-0.0405828,
-1.06086,0.819615,-0.00609873,-1.06086,0.819615,-0.00609873,-1.06086,0.819615,-0.00609873,-0.991617,0.542616,-0.0406452,
-1.05297,0.819681,-0.0067417,-1.05297,0.819681,-0.0067417,-1.05297,0.819681,-0.0067417,-0.988146,0.541821,-0.0407399,
-1.04504,0.819673,-0.00739812,-1.04504,0.819673,-0.00739812,-1.04504,0.819673,-0.00739812,-0.984584,0.540988,-0.0408895,
-1.03707,0.819577,-0.00806238,-1.03707,0.819577,-0.00806238,-1.03707,0.819577,-0.00806238,-0.980949,0.540117,-0.0410769,
-1.02904,0.8194,-0.00874048,-1.02904,0.8194,-0.00874048,-1.02904,0.8194,-0.00874048,-0.977186,0.539193,-0.0412766,
-1.02096,0.819133,-0.00939624,-1.02096,0.819133,-0.00939624,-1.02096,0.819133,-0.00939624,-0.973304,0.538224,-0.0415105,
-1.01281,0.818781,-0.0100426,-1.01281,0.818781,-0.0100426,-1.01281,0.818781,-0.0100426,-0.969277,0.537201,-0.0417375,
-1.0046,0.818339,-0.0106667,-1.0046,0.818339,-0.0106667,-1.0046,0.818339,-0.0106667,-0.965087,0.536127,-0.0419779,
-0.996325,0.817804,-0.011236,-0.996325,0.817804,-0.011236,-0.996325,0.817804,-0.011236,-0.960717,0.535,-0.04222,
-0.98796,0.817179,-0.0117672,-0.98796,0.817179,-0.0117672,-0.98796,0.817179,-0.0117672,-0.956142,0.533812,-0.0424713,
