-1.53629,0.919672,-0.0298115,-1.54889,0.874451,0.0126993,
-1.52371,0.918976,-0.0292053,-1.53425,0.875681,0.012599,
-1.51068,0.918399,-0.0285669,-1.5191,0.877078,0.0126427,
-1.49731,0.917993,-0.0278989,-1.5036,0.87865,0.01287,
-1.48368,0.917794,-0.0271941,-1.48787,0.880416,0.0133101,
-1.4699,0.917837,-0.0264611,-1.47203,0.882374,0.0139725,
-1.45603,0.918151,-0.0256993,-1.45622,0.88451,0.0148791,
-1.44214,0.918748,-0.024909,-1.44053,0.886808,0.0160005,
-1.42827,0.919625,-0.0241026,-1.42504,0.889249,0.0173069,
-1.41449,0.920772,-0.0232722,-1.40988,0.891783,0.0187238,
-1.40081,0.922162,-0.0224338,-1.39506,0.894401,0.020223,
-1.38726,0.923758,-0.0215987,-1.38064,0.897077,0.0217047,
-1.37389,0.92552,-0.0207648,-1.36663,0.899781,0.0231771,
-1.3607,0.927397,-0.01995,-1.35306,0.902487,0.0245692,
-1.3477,0.929343,-0.0191751,-1.33991,0.905164,0.0258845,
-1.33492,0.931324,-0.0184438,-1.32717,0.907791,0.0271014,
-1.32235,0.933292,-0.0177747,-1.31485,0.910343,0.028228,
-1.31,0.935235,-0.0171884,-1.3029,0.912815,0.0292707,
-1.29787,0.93712,-0.0166747,-1.29132,0.915201,0.030184,
-1.28594,0.938936,-0.0162636,-1.28006,0.917501,0.0309922,
-1.27422,0.940685,-0.0159522,-1.2691,0.919718,0.0316667,
-1.2627,0.942357,-0.0157363,-1.25841,0.921872,0.0321723,
-1.25136,0.943955,-0.0156174,-1.24796,0.923941,0.0325336,
-1.2402,0.945477,-0.0155897,-1.23773,0.925934,0.0327573,
-1.2292,0.946918,-0.0156541,-1.22768,0.927852,0.0328332,
-1.21835,0.948273,-0.0157905,-1.21778,0.929686,0.0327792,
-1.20763,0.949545,-0.0160046,-1.20803,0.93144,0.0325951,
-1.19704,0.950715,-0.0162779,-1.19837,0.933112,0.0323184,
-1.18656,0.951778,-0.0166187,-1.1888,0.934708,0.0319166,
-1.17618,0.952733,-0.017006,-1.17929,0.936223,0.0314031,
-1.16586,0.953567,-0.0174369,-1.16981,0.937659,0.0308072,
-1.1556,0.954276,-0.0179041,-1.16035,0.939026,0.0301194,
-1.14539,0.954859,-0.0184081,-1.15089,0.94032,0.0293561,
-1.13522,0.955311,-0.0189435,-1.14143,0.941522,0.0285541,
-1.12506,0.955632,-0.019509,-1.13192,0.94265,0.0276987,
-1.11492,0.955819,-0.0200944,-1.12237,0.943687,0.0267959,
-1.10478,0.955879,-0.0207017,-1.11279,0.944627,0.0258699,
-1.09464,0.955809,-0.0213219,-1.10315,0.945462,0.0249544,
-1.08448,0.955598,-0.0219652,-1.09345,0.946196,0.0240027,
-1.0743,0.955254,-0.0226219,-1.08371,0.946826,0.0230507,
-1.0641,0.954779,-0.0232832,-1.07392,0.947333,0.0221067,
-1.05387,0.954168,-0.023959,-1.06409,0.947728,0.0211514,
-1.04359,0.953421,-0.0246373,-1.05422,0.947996,0.0202368,
-1.03326,0.952539,-0.0253082,-1.04431,0.948143,0.0193339,
-1.02286,0.951527,-0.0259758,-1.03437,0.948167,0.0184604,
-1.01239,0.950385,-0.0266276,-1.02441,0.948057,0.0176643,
-1.00183,0.949121,-0.0272692,-1.01441,0.947823,0.0169126,
-0.991179,0.947736,-0.0278989,-1.00438,0.947469,0.0161977,
-0.980415,0.946238,-0.0285168,-0.994282,0.946997,0.0155575,
-0.969539,0.944638,-0.0291285,-0.984115,0.946412,0.0149865,
-0.95854,0.942955,-0.0297426,-0.973843,0.945727,0.0144535,
-0.947413,0.941199,-0.0303654,-0.963454,0.944939,0.0139805,
-0.936151,0.939384,-0.0310328,-0.952892,0.944065,0.0135384,
-0.924751,0.937541,-0.0317257,-0.942152,0.943112,0.0131178,
-0.913206,0.935694,-0.0324812,-0.931186,0.94209,0.0126848,
-0.901518,0.933866,-0.0333114,-0.91999,0.941012,0.0122231,
-0.889673,0.932092,-0.0342236,-0.908534,0.939904,0.0116793,
-0.87767,0.930407,-0.0352287,-0.896808,0.938774,0.0110299,
-0.865512,0.928837,-0.0363428,-0.884795,0.937645,0.0102389,
-0.853185,0.927419,-0.0375589,-0.872525,0.936542,0.00924553,
-0.840703,0.926187,-0.0388844,-0.859996,0.93549,0.00806023,
-0.828077,0.925167,-0.0403229,-0.847225,0.934507,0.00660565,
-0.815319,0.924392,-0.0418622,-0.834245,0.933609,0.0049104,
-0.802454,0.923875,-0.043506,-0.821081,0.932813,0.0029231,
-0.789524,0.923638,-0.0452381,-0.80779,0.932116,0.000637791,
-0.77656,0.923688,-0.0470403,-0.794415,0.931513,-0.00195053,
-0.763638,0.924018,-0.0489097,-0.781012,0.930994,-0.00484381,
-0.75081,0.92461,-0.0508224,-0.767668,0.930522,-0.0080362,
-0.73818,0.925433,-0.0527737,-0.754445,0.930077,-0.011501,
-0.725849,0.926465,-0.0547206,-0.741425,0.929626,-0.0151775,
-0.713916,0.92765,-0.0566475,-0.728699,0.92915,-0.0190251,
-0.702523,0.928945,-0.0585234,-0.716386,0.928629,-0.022978,
-0.691806,0.930295,-0.0603093,-0.704611,0.928061,-0.0269055,
-0.6819,0.93164,-0.0619901,-0.693518,0.927459,-0.0307241,
-0.672941,0.932929,-0.0635201,-0.683283,0.926841,-0.0342954,
-0.665059,0.934122,-0.0648783,-0.674101,0.92624,-0.0375538,
-0.658373,0.935168,-0.0660325,-0.666156,0.925687,-0.0403466,
