-1.53451,0.911149,-0.063691,-1.56605,0.921508,-0.0436428,-1.54439,0.912439,0.021051,
-1.52191,0.910398,-0.0630703,-1.55346,0.920799,-0.0430514,-1.52962,0.913635,0.0210427,
-1.50887,0.909756,-0.0624148,-1.54043,0.920205,-0.0424306,-1.51433,0.914994,0.0211739,
-1.49548,0.909274,-0.0617261,-1.52705,0.919776,-0.0417851,-1.49867,0.916527,0.0214819,
-1.48183,0.908984,-0.0609969,-1.51341,0.919545,-0.0411057,-1.48274,0.91825,0.0219931,
-1.46803,0.908926,-0.0602355,-1.49962,0.919551,-0.0404037,-1.46669,0.920165,0.0227119,
-1.45413,0.909122,-0.0594408,-1.48574,0.91982,-0.0396762,-1.45062,0.922256,0.0236604,
-1.4402,0.909592,-0.058614,-1.47183,0.920363,-0.0389242,-1.43466,0.924508,0.0248056,
-1.42629,0.910331,-0.0577675,-1.45795,0.921175,-0.0381581,-1.41889,0.926902,0.0261152,
-1.41246,0.911332,-0.0568939,-1.44415,0.922252,-0.0373716,-1.40343,0.929391,0.0275143,
-1.39873,0.912574,-0.0560107,-1.43045,0.923561,-0.036578,-1.38831,0.931964,0.0289742,
-1.38513,0.914025,-0.0551307,-1.41689,0.925075,-0.0357865,-1.37357,0.934594,0.0303978,
-1.37172,0.915648,-0.0542529,-1.4035,0.926754,-0.0349942,-1.35923,0.937251,0.0317934,
-1.35848,0.917395,-0.0533968,-1.39029,0.928551,-0.0342157,-1.3453,0.939907,0.0330948,
-1.34545,0.919228,-0.0525852,-1.37728,0.930425,-0.0334723,-1.33178,0.942529,0.0343087,
-1.33263,0.921113,-0.0518224,-1.36449,0.932345,-0.0327663,-1.31867,0.945095,0.0354215,
-1.32004,0.923007,-0.0511287,-1.35192,0.934266,-0.0321164,-1.30594,0.947576,0.036444,
-1.30767,0.924897,-0.0505249,-1.33956,0.936176,-0.0315437,-1.29358,0.949967,0.0373875,
-1.29553,0.926749,-0.0500004,-1.32742,0.938044,-0.0310401,-1.28156,0.952261,0.0382103,
-1.28359,0.928556,-0.0495859,-1.31549,0.939857,-0.0306398,-1.26985,0.954456,0.038942,
-1.27186,0.930317,-0.049277,-1.30376,0.941616,-0.0303419,-1.25843,0.956557,0.0395562,
-1.26031,0.932019,-0.0490687,-1.29223,0.943308,-0.0301478,-1.24727,0.958579,0.0400209,
-1.24894,0.933663,-0.0489616,-1.28088,0.944937,-0.0300602,-1.23634,0.960506,0.0403609,
-1.23773,0.935246,-0.0489487,-1.26969,0.946495,-0.0300789,-1.22563,0.962342,0.0405857,
-1.22666,0.93676,-0.0490309,-1.25866,0.94798,-0.030203,-1.2151,0.964093,0.0406803,
-1.21572,0.9382,-0.0491861,-1.24777,0.949384,-0.0304168,-1.20473,0.965748,0.0406643,
-1.2049,0.939565,-0.0494199,-1.237,0.950712,-0.0307225,-1.19449,0.967313,0.0405326,
-1.19419,0.940835,-0.0497128,-1.22635,0.951943,-0.0311027,-1.18436,0.968786,0.0403197,
-1.18357,0.942005,-0.0500733,-1.21581,0.953074,-0.0315635,-1.1743,0.970173,0.0399881,
-1.17304,0.943072,-0.0504796,-1.20536,0.954104,-0.0320801,-1.16432,0.971474,0.0395455,
-1.16257,0.944018,-0.0509279,-1.19497,0.955015,-0.0326479,-1.15436,0.972688,0.0390184,
-1.15216,0.944839,-0.0514108,-1.18463,0.955805,-0.0332559,-1.14443,0.973827,0.0383912,
-1.14178,0.945532,-0.0519287,-1.17434,0.956471,-0.0339033,-1.13449,0.974886,0.0376783,
-1.13145,0.946091,-0.0524757,-1.16409,0.95701,-0.0345826,-1.12455,0.975849,0.0369145,
-1.12113,0.946512,-0.0530504,-1.15384,0.957417,-0.0352905,-1.11456,0.97673,0.0360857,
-1.11083,0.946794,-0.0536423,-1.14362,0.95769,-0.0360169,-1.10454,0.977516,0.0351969,
-1.10054,0.946939,-0.0542533,-1.13339,0.957835,-0.0367617,-1.09447,0.978197,0.0342769,
-1.09024,0.946942,-0.0548732,-1.12317,0.957844,-0.03752,-1.08435,0.978768,0.0333603,
-1.07993,0.946797,-0.0555135,-1.11293,0.957712,-0.0382988,-1.07419,0.979231,0.0324036,
-1.0696,0.946508,-0.0561635,-1.10267,0.957442,-0.0390928,-1.06397,0.979585,0.031444,
-1.05925,0.946074,-0.0568135,-1.09238,0.957034,-0.0398913,-1.05372,0.979811,0.0304928,
-1.04886,0.945493,-0.0574743,-1.08206,0.956483,-0.0407066,-1.04344,0.97992,0.0295326,
-1.03842,0.944764,-0.0581327,-1.07169,0.955789,-0.0415287,-1.03312,0.979899,0.0286179,
-1.02792,0.943885,-0.0587785,-1.06126,0.954949,-0.0423472,-1.02278,0.979756,0.0277207,
-1.01735,0.942862,-0.0594155,-1.05077,0.953969,-0.0431676,-1.01243,0.979488,0.0268609,
-1.0067,0.941696,-0.0600313,-1.0402,0.95285,-0.0439763,-1.00206,0.979088,0.0260883,
-0.995959,0.940394,-0.0606308,-1.02954,0.951595,-0.0447815,-0.99168,0.978565,0.02537,
-0.985116,0.938958,-0.0612131,-1.01878,0.950209,-0.045579,-0.981286,0.977928,0.0246992,
-0.974156,0.9374,-0.0617786,-1.00791,0.9487,-0.0463679,-0.97085,0.977177,0.0241136,
-0.963079,0.935728,-0.0623326,-0.99692,0.947077,-0.0471551,-0.960361,0.97632,0.0236097,
-0.951875,0.933966,-0.0628851,-0.985807,0.945363,-0.0479454,-0.949789,0.975372,0.023153,
-0.940544,0.932127,-0.0634434,-0.974564,0.94357,-0.0487443,-0.939123,0.974333,0.0227641,
-0.929079,0.930229,-0.0640452,-0.963188,0.941713,-0.0495851,-0.928308,0.97322,0.0224122,
-0.91748,0.928303,-0.0646716,-0.951675,0.939825,-0.0504468,-0.91734,0.972044,0.0220844,
-0.905742,0.926379,-0.065362,-0.940021,0.937931,-0.0513652,-0.906171,0.970818,0.0217433,
-0.893869,0.924483,-0.0661303,-0.928227,0.936057,-0.052349,-0.8948,0.96956,0.0213687,
-0.88185,0.922652,-0.066985,-0.916284,0.934238,-0.0534041,-0.883199,0.968298,0.0209049,
-0.869686,0.920924,-0.0679392,-0.90419,0.93251,-0.0545381,-0.871363,0.967046,0.0203233,
-0.857381,0.919332,-0.0690104,-0.891952,0.930903,-0.055767,-0.859274,0.965831,0.0195846,
-0.844924,0.91791,-0.0701927,-0.879555,0.92945,-0.0570812,-0.84697,0.964686,0.0186258,
-0.832328,0.916696,-0.0714946,-0.867015,0.928188,-0.0584879,-0.83445,0.963636,0.0174589,
-0.819607,0.915718,-0.0729208,-0.854343,0.927144,-0.0599895,-0.821739,0.962707,0.016005,
-0.806772,0.915008,-0.0744586,-0.841553,0.926352,-0.0615741,-0.808874,0.961917,0.0142973,
-0.793848,0.914578,-0.0761123,-0.828668,0.925822,-0.0632451,-0.795885,0.961284,0.0122873,
-0.780876,0.91445,-0.0778637,-0.81573,0.92558,-0.0649893,-0.782835,0.960808,0.00997424,
-0.767887,0.914622,-0.0796935,-0.802768,0.925628,-0.0667879,-0.769773,0.960482,0.00735835,
-0.754951,0.915087,-0.0815966,-0.789857,0.92596,-0.0686431,-0.756753,0.960292,0.0044459,
-0.742122,0.915822,-0.0835474,-0.777047,0.926558,-0.0705322,-0.743871,0.960197,0.00124801,
-0.729498,0.916792,-0.0855394,-0.764438,0.927392,-0.0724537,-0.731181,0.960168,-0.00220254,
-0.717177,0.917964,-0.0875259,-0.752129,0.928436,-0.0743689,-0.71876,0.96016,-0.00584222,
-0.705259,0.919282,-0.0894908,-0.740219,0.929636,-0.0762638,-0.706691,0.960141,-0.00962734,
-0.693881,0.920697,-0.0914012,-0.728847,0.930951,-0.0781096,-0.695079,0.96008,-0.0134931,
-0.68318,0.922151,-0.0932168,-0.718148,0.932323,-0.0798695,-0.684028,0.959959,-0.0173126,
-0.673286,0.923584,-0.0949224,-0.708255,0.933692,-0.08153,-0.673663,0.959778,-0.0210068,
-0.664336,0.924943,-0.0964719,-0.699305,0.935007,-0.0830449,-0.664133,0.959542,-0.0244455,
-0.656461,0.926189,-0.0978447,-0.691429,0.936227,-0.0843937,-0.65561,0.959279,-0.0275704,
-0.64978,0.927274,-0.0990094,-0.684745,0.937298,-0.0855418,-0.648252,0.95901,-0.0302378,
