-1.51078,0.883492,-0.0850275,-1.45362,0.740728,-0.0109453,
-1.49819,0.8827,-0.0843529,-1.4394,0.741716,-0.0113674,
-1.48514,0.882011,-0.0836336,-1.42475,0.742827,-0.0116924,
-1.47175,0.881474,-0.0828678,-1.40983,0.744072,-0.0118918,
-1.45809,0.881123,-0.0820482,-1.39478,0.74546,-0.0119392,
-1.44427,0.880998,-0.0811823,-1.37971,0.746992,-0.0118249,
-1.43035,0.88112,-0.0802678,-1.36475,0.748663,-0.0115354,
-1.4164,0.881511,-0.079309,-1.35,0.750467,-0.0110889,
-1.40246,0.882171,-0.0783202,-1.33553,0.752388,-0.0105093,
-1.3886,0.883092,-0.0772939,-1.32142,0.754392,-0.00984174,
-1.37482,0.884258,-0.0762546,-1.30771,0.756463,-0.00911021,
-1.36118,0.885638,-0.0752203,-1.29445,0.758572,-0.00837778,
-1.34772,0.887194,-0.0741934,-1.28167,0.760684,-0.00764107,
-1.33443,0.888884,-0.0732001,-1.26938,0.762764,-0.00694068,
-1.32136,0.890667,-0.072268,-1.2576,0.764778,-0.00627449,
-1.30852,0.89251,-0.0714033,-1.24632,0.766701,-0.00565373,
-1.2959,0.894371,-0.0706307,-1.23553,0.768509,-0.00506746,
-1.28351,0.896238,-0.069971,-1.2252,0.7702,-0.00451075,
-1.27136,0.898073,-0.0694111,-1.21532,0.771772,-0.00400609,
-1.25942,0.899875,-0.0689807,-1.20582,0.773232,-0.00353658,
-1.24768,0.901639,-0.0686704,-1.19668,0.774589,-0.00311778,
-1.23612,0.903352,-0.0684698,-1.18786,0.775861,-0.00277242,
-1.22474,0.905016,-0.068376,-1.17931,0.777044,-0.00248184,
-1.21351,0.906626,-0.0683762,-1.17102,0.778146,-0.00225245,
-1.20241,0.908176,-0.068472,-1.16293,0.779174,-0.00208651,
-1.19143,0.909655,-0.0686339,-1.15502,0.780124,-0.00198494,
-1.18056,0.911063,-0.0688701,-1.14726,0.781004,-0.00195005,
-1.16979,0.912379,-0.0691576,-1.13963,0.781817,-0.00196847,
-1.15911,0.913597,-0.0695074,-1.13209,0.782567,-0.00206414,
-1.14852,0.914709,-0.0698978,-1.12465,0.783253,-0.00223421,
-1.13797,0.915701,-0.070324,-1.11726,0.78388,-0.0024669,
-1.12749,0.916564,-0.0707806,-1.10992,0.784456,-0.00276931,
